"stable_id","display_name","source_declared_function","selection_and_effect_evidence","portfolio_commitment","family_alternative_candidates","activation_and_conflict_receipt","pressure_and_recovery","status"
"trait:205","예민한 감각","개체 차이의 내용은 '숨은 위험과 상한 식품을 빨리 알아차리지만 악취에 민감하다'이다. 효과 3개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 senses; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486451},{""rid"":7737211921986486452}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:206","육중한 체격","개체 차이의 내용은 '운반과 제압에 자신 있지만 좁고 더운 방을 견디지 못한다'이다. 효과 3개, 정체성 규칙 3개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 physique; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486499},{""rid"":7737211921986486500},{""rid"":7737211921986486501}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:203","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:208","느린 대사","개체 차이의 내용은 '적게 먹지만 추위와 장시간 작업에서 쉽게 굳어진다'이다. 효과 3개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 metabolism; 희귀도 Rare (희귀); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486455},{""rid"":7737211921986486456}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:211","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:209","뜨거운 피","개체 차이의 내용은 '추위에 대담하고 모욕에 즉각 반응한다'이다. 효과 2개, 정체성 규칙 3개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 temperature-temperament; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486441},{""rid"":7737211921986486442},{""rid"":7737211921986486443}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:210","단맛 탐닉","개체 차이의 내용은 '과실과 시럽이 있으면 우선 찾고 부족하면 집중력이 떨어진다'이다. 효과 2개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 appetite; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486465},{""rid"":7737211921986486466}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:101 | trait:214","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:211","튼튼한 위장","개체 차이의 내용은 '낯선 배급식을 잘 먹지만 오염을 대수롭지 않게 여긴다'이다. 효과 2개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 metabolism; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486463},{""rid"":7737211921986486464}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:208","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:212","온도 민감","개체 차이의 내용은 '쾌적한 온도에서 능률이 높지만 기후 변동에 쉽게 지친다'이다. 효과 4개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 temperature; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486446},{""rid"":7737211921986486447}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:216","곱씹는 성격","개체 차이의 내용은 '실패를 오래 기억해 재발을 줄이지만 기분 회복이 느리다'이다. 효과 1개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 outlook; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486457},{""rid"":7737211921986486458}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:217","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:220","불안한 계획가","개체 차이의 내용은 '비상 비축과 대피로를 반복 확인해야 마음이 놓인다'이다. 효과 1개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 planning; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486488},{""rid"":7737211921986486489}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:221","자극 추구자","개체 차이의 내용은 '위험한 원정과 실험을 선호하며 평온한 교대에 싫증낸다'이다. 효과 2개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 risk; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486527},{""rid"":7737211921986486528}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:240 | trait:241","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:223","꼼꼼함","개체 차이의 내용은 '검사표를 끝까지 확인해 느리지만 재작업과 사고를 줄인다'이다. 효과 2개, 정체성 규칙 3개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 work-method; 희귀도 Rare (희귀); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486524},{""rid"":7737211921986486525},{""rid"":7737211921986486526}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:224","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:224","즉흥 제작자","개체 차이의 내용은 '부족한 자재로 해결책을 찾지만 표준 절차를 답답해한다'이다. 효과 3개, 정체성 규칙 3개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 work-method; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486448},{""rid"":7737211921986486449},{""rid"":7737211921986486450}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:223","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:225","규칙 준수자","개체 차이의 내용은 '예측 가능한 교대와 정리된 작업 목록에서 최고의 능률을 낸다'이다. 효과 1개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 routine; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486453},{""rid"":7737211921986486454}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:226","가르치는 버릇","개체 차이의 내용은 '혼자 빨리 끝내기보다 옆 사람에게 과정을 설명하려 한다'이다. 효과 2개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 mentorship; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486475},{""rid"":7737211921986486476}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:228","야간 체질","개체 차이의 내용은 '밤 교대에 집중하며 한낮의 소란스러운 작업을 피한다'이다. 효과 2개, 정체성 규칙 2개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 schedule; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486520},{""rid"":7737211921986486521}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:229","품질 자부심","개체 차이의 내용은 '불량품을 넘기느니 납기를 늦추는 편을 택한다'이다. 효과 2개, 정체성 규칙 3개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 quality; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486517},{""rid"":7737211921986486518},{""rid"":7737211921986486519}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:235","체면 중시","개체 차이의 내용은 '직위와 공식 예절을 중시하며 공개적인 무시를 참지 못한다'이다. 효과 1개, 정체성 규칙 3개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 status; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486481},{""rid"":7737211921986486482},{""rid"":7737211921986486483}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:239","양심 결여","개체 차이의 내용은 '적대자 살해와 처형에 죄책감을 느끼지 않지만 목격자와 공동체의 반발은 그대로 남는다'이다. 효과 2개, 정체성 규칙 3개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 mercy; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486471},{""rid"":7737211921986486472},{""rid"":7737211921986486473}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:238","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
