stable_id,faction_id,chapter_stage,actual_pressure,cross_faction,locked_context,escalation_stages,player_commitment,resolution_receipt,persistent_faction_state,downstream_branch,current_status
faction-chapter:demon:5,faction:dungeon:demon,위기,"강경 계약자가 파기해도 남는 숨은 조항을 발동",없음,"계약 문서·봉인·가구·경비·룬 설비","조항 발견→자산·인력 묶임→강제 이행 또는 관계 붕괴","조항 이행; 기록 반박과 재심; 봉인 차단과 방어","문서 조사·물자·봉인 해제·경비 또는 소송 기록","숨은 의무·문서 신뢰·강경파 영향","최종 새 인장 관계","설계 확정; 조항·저장 runtime OPEN"
faction-chapter:demon:6,faction:dungeon:demon,결산,"계약정과 동맹·종속·결별을 새 인장에 기록",없음,"인장·계약실·화물·경비·대표","최종 서명→정기 의무·특권→위반 시 지원 또는 보복","상호 신용 동맹; 악마 후견 수용; 계약 공개 결별","새 인장·화물 약속·경계 또는 철수 기록","최종 계약 관계·신용·채무·보복 규칙","후속 계약·세력 장·상단 반응","설계 확정; 최종 관계 runtime OPEN"
faction-chapter:golem:1,faction:dungeon:golem,접촉,"정지한 골렘 운반자가 핵 정비와 냉각을 요청",없음,"운반자·핵 부품·냉각·정비자·운반로","정지→물류 병목→핵 손상 또는 구조물 방해","현장 정비; 예비 핵 교환; 경로 우회와 견인","정비 주문·부품 소비·운반 재개 또는 격리","골렘 신뢰·정비 부채·운반로 이력","기억 누락과 초기화 분쟁","설계 확정; 정비·물류 runtime OPEN"
faction-chapter:golem:2,faction:dungeon:golem,압력,"초기화 중 골렘들의 기억 일부가 사라짐",없음,"골렘·기록실·감지핵·정비실·작업 이력","누락 발견→작업 오류·동료 불신→강제 초기화 또는 이탈","기록 복원; 안전 정지와 재학습; 부분 기억 승인","기록 조회·핵 정비·작업 중지·재배정","기억 무결성·가동 제한·골렘 신뢰","코볼트 설계 소유권 갈등","설계 확정; 기록·구성체 runtime OPEN"
faction-chapter:golem:3,faction:dungeon:golem,교차 갈등,"코볼트가 골렘 관절 설계의 소유권을 주장",faction:dungeon:kobold,"설계도·주조소·코볼트 장인·골렘 정비자","권리 주장→수리 지연·부품 봉쇄→생산 중단 또는 특허 종속","골렘 자율 설계 지지; 공동 특허; 코볼트 소유 인정","설계 심사·부품 배분·주조소 작업 기록","골렘·코볼트 관계·수리 권리·특허 상태","정비 지원·독립 작업반·생산 계약 선택","설계 확정; 설계권·생산 runtime OPEN"
faction-chapter:golem:4,faction:dungeon:golem,방향 선택,"정비 지원·독립 작업반·생산 계약으로 개입 방식을 결정",없음,"정비실·주조소·부품·운반 주문·집무","선택→정비·자율 또는 생산 집중→다른 역할의 장기 지연","예방 정비 동맹; 독립 정비조; 생산량 계약","부품·작업대·운반·계약 조건 기록","골렘 특권·부품 의무·생산 정책","중앙 주조핵 귀환 명령","설계 확정; 자동화 선택 runtime OPEN"
faction-chapter:golem:5,faction:dungeon:golem,위기,"중앙 주조핵이 모든 골렘에게 강제 귀환 명령 송신",없음,"골렘 집단·주조핵·전력·경비·운반 체계","명령→운반·생산 공백→핵 장악 또는 골렘 이탈","귀환 허용; 신호 차단; 대표단 협상과 안전 정지","전력 차단·정비·호위·교섭·대체 노동 기록","귀환 상태·핵 접근·자동화 공백·골렘 신뢰","스스로 선택한 형상 결산","설계 확정; 권위·전력 runtime OPEN"
faction-chapter:golem:6,faction:dungeon:golem,결산,"돌맥 구성체가 관계 이후 자신의 형상과 작업 경계를 선택",없음,"주조소·작업장·핵 소유·계약실","최종 선택→자율 운영·종속 생산 또는 철수→자동화 구조 변화","상호 자율 동맹; 생산 종속; 핵 반환과 결별","형상 선택·핵 소유·작업 계약·철수 기록","최종 골렘 관계·자동화 접근·정비 책임","후속 생산·침입·외교 후보","설계 확정; 최종 관계 runtime OPEN"
faction-chapter:harpy:1,faction:dungeon:harpy,접촉,"전령이 끊어진 공중 운반로의 밧줄과 수리를 요청",없음,"하피 전령·공중 경로·밧줄·수리자·화물","단절→화물 지연·전령 고립→경로 상실 또는 추락","밧줄 수리; 지상 우회; 경비 호위와 제한 운항","수리·화물 이송·호위·경로 검증","하피 신뢰·공중 경로·운반 이력","합창단의 전령 노래 갈등","설계 확정; 공중 물류 runtime OPEN"
faction-chapter:harpy:2,faction:dungeon:harpy,압력,"젊은 합창단이 장로의 전령 노래를 거부",없음,"하피 세대·기록·공연 공간·전령 일정","불화→전령 오류·세대 이탈→공중망 불안정","장로 전통 지지; 새 노래 시험; 혼합 합창과 기록","공연·기록·전령 배정·휴식 일정","세대 신뢰·전령 규약·문화 이력","균사 포자구름의 하늘길 봉쇄","설계 확정; 문화·물류 runtime OPEN"
faction-chapter:harpy:3,faction:dungeon:harpy,교차 갈등,"균사정원 포자구름이 전통 하늘길을 막음",faction:dungeon:myconid,"하늘길·포자 구역·환기·관측·하피·균사 대표","봉쇄→운반 지연·노출→경로 충돌과 문화 갈등","하피 경로 우선; 공동 관측·시간 분리; 균사 생산 우선","관측·환기·호위·경로 표지·교섭","하피·균사 관계·공중 경로·포자 규칙","새 통로·공동 관측·전령 호위 선택","설계 확정; 기후·세력 runtime OPEN"
faction-chapter:harpy:4,faction:dungeon:harpy,방향 선택,"새 통로·공동 관측·전령 호위 중 하늘길 운영 모델 선택",없음,"공중 통로·관측대·호위·밧줄·정비","선택→건설·관측 또는 경비 집중→다른 경로의 지연","전용 통로 건설; 공동 관측망; 호위 운항 계약","통로·관측 기록·호위 작업·운항 규칙","하피 특권·통행 규칙·운반 의무","폭풍여왕의 조작 경보","설계 확정; 물류 포트폴리오 runtime OPEN"
faction-chapter:harpy:5,faction:dungeon:harpy,위기,"폭풍여왕이 조작 경보 노래로 경쟁 둥지를 공격",없음,"경보 기록·하피 둥지·경계·통신·피난 경로","경보→오인 철수·공격→둥지 파괴 또는 신뢰 붕괴","기록 검증; 경계 호위; 중립 피난과 통신 차단","관측·호위·피난·기록 공개·경보 차단","진짜 경보·둥지 피해·여왕 영향·경로 신뢰","열린 바람의 맹세 결산","설계 확정; 관측·보안 runtime OPEN"
faction-chapter:harpy:6,faction:dungeon:harpy,결산,"둥지가 동맹·종속·결별 뒤 하늘길 접근을 맹세",없음,"하늘길·계약실·운반자·경비·관측대","협정→통행료·호위 또는 폐쇄→물류 구조 고정","공동 하늘길; 하피 통행 후견; 독립 경로 분리","통행 협정·운반 예약·경계 표지·철수 기록","최종 하피 관계·물류 특권·호위 의무","후속 교역·원정·침입 후보","설계 확정; 최종 관계 runtime OPEN"
faction-chapter:kobold:1,faction:dungeon:kobold,접촉,"사절이 누락 책임을 묻는 기계 부품 상자를 제시",없음,"코볼트 사절·기계 부품·작업장·운반 기록","누락 조사→수리 지연·책임 분쟁→공방 접근 상실","부품 보충; 운반 이력 심사; 대체 부품과 공개 책임","부품 제작·검수·운반·심사 기록","코볼트 신뢰·부품 의무·공방 접근","도제 설계의 이름 분쟁","설계 확정; 물류·제작 runtime OPEN"
faction-chapter:kobold:2,faction:dungeon:kobold,압력,"씨족 공방이 죽은 도제의 설계를 장로 이름으로 등록",없음,"도제 기록·설계도·공방·가구·심사","등록→가구 반발·도제 이탈→공방 평판 분열","도제 이름 복원; 공동 저작; 장로 등록 인정과 보상","기록 심사·설계 소유 변경·가구 상담·작업 배정","설계 소유·가구 신뢰·공방 규칙","하피 운반 특허 교차 분쟁","설계 확정; 기록·공방 runtime OPEN"
faction-chapter:kobold:3,faction:dungeon:kobold,교차 갈등,"하피가 공동 운반장치 특허와 통행료를 요구",faction:dungeon:harpy,"운반 장치·설계도·하늘길·코볼트·하피 대표","특허 청구→운반 중단·통행료→공동 장비 봉쇄","코볼트 특허 지지; 공동 특허; 하피 통행료 수용","설계 심사·장치 조립·통행 계약·운반 기록","코볼트·하피 관계·특허·통행 규칙","제작자 권리·씨족 공유·공동 특허 선택","설계 확정; 특허·운반 runtime OPEN"
faction-chapter:kobold:4,faction:dungeon:kobold,방향 선택,"제작자 권리·씨족 공유·공동 특허로 공방의 운영 원칙 결정",없음,"공방·설계도·부품·행정·장인","선택→독점 수익·공유 속도 또는 협업 비용→다른 생산 경로 지연","개인 권리; 씨족 공유; 공동 특허 체계","설계 권한·부품 배분·공방 예약·계약 기록","코볼트 특권·설계 공개·부품 의무","복제된 대가 도장 위기","설계 확정; 제작 포트폴리오 runtime OPEN"
faction-chapter:kobold:5,faction:dungeon:kobold,위기,"복제 도장이 불량 시설을 대량 납품",없음,"불량 시설·수리 키트·검사·고객·경비","발견→시설 고장·사고→공방 신뢰 붕괴 또는 파손 확산","전수 수리; 출처 수사; 위험 시설 폐쇄와 보상","검사·수리·폐쇄·운반·심사 기록","품질 규칙·수리 부채·위조자 영향","공유 설계의 최종 공개 범위","설계 확정; 품질·수리 runtime OPEN"
faction-chapter:kobold:6,faction:dungeon:kobold,결산,"도구씨족이 관계 뒤 설계 공개 범위를 확정",없음,"설계도·공방·계약실·부품·장인","협정→공개·독점 또는 철수→제작 옵션 고정","공동 설계 동맹; 씨족 종속 공급; 설계 회수와 결별","공개 범위·부품 계약·소유권·철수 기록","최종 코볼트 관계·제작 접근·특허 규칙","후속 제작·계약·세력 반응","설계 확정; 최종 관계 runtime OPEN"
faction-chapter:myconid:1,faction:dungeon:myconid,접촉,"균사 사절이 향과 배양 버섯으로 교섭을 요청",없음,"균사 사절·버섯·주방 또는 기록실·환기","교섭→해석 실패·오염 우려→외교 단절 또는 배양 접근","배양 교환; 기록·향 해석; 격리 접대","검수·배양·환기·기록·배식","균사 신뢰·배양 접근·포자 규칙","갈색 기억망 오염","설계 확정; 문화·생태 runtime OPEN"
faction-chapter:myconid:2,faction:dungeon:myconid,압력,"공동 기억망 일부가 갈색으로 변해 잘못된 기억 반복",없음,"균사 군체·의료·살균제·기록·격리","오류→잘못된 지시·포자 확산→군체 분열 또는 오염","치료 배양; 격리 절단; 기록 백업과 검증","치료·격리·표본·기록 대조","기억 무결성·포자 위험·균사 신뢰","수인 무리의 외곽 정원 방화","설계 확정; 의료·기록 runtime OPEN"
faction-chapter:myconid:3,faction:dungeon:myconid,교차 갈등,"수인 무리가 감염 포자를 막겠다며 외곽 정원을 태움",faction:dungeon:beastkin,"균사 정원·수인 경비·화재·포자·관측","방화→정원 손실·보복→식량·문화 갈등 확산","균사 보호; 방화 중재와 관측; 수인 방역 우선","화재 진압·표본 관측·경계·복구·교섭","균사·수인 관계·정원 상태·방역 규칙","격리 절단·치료 배양·기억 백업 선택","설계 확정; 생태·교차 세력 runtime OPEN"
faction-chapter:myconid:4,faction:dungeon:myconid,방향 선택,"격리 절단·치료 배양·기억 백업 중 군체 회복 방식 선택",없음,"균사 구역·격리·의료·기록·배양실","선택→공간·시약 또는 기록 집중→다른 회복 수단 지연","격리 절단; 치료 배양; 기억 백업과 재배양","구역 변경·치료·기록·배양 결과","균사 특권·오염 규칙·회복 이력","조상균의 판단 장악 위기","설계 확정; 회복 포트폴리오 runtime OPEN"
faction-chapter:myconid:5,faction:dungeon:myconid,위기,"고대 조상균이 개화해 생존자의 판단을 대신하려 함",없음,"조상균·기록실·보안·살균제·대표","개화→의사결정 왜곡·구역 장악→군체 자율 상실 또는 충돌","조상균 수용; 기억 검증·제한; 격리와 제거","기록 대조·경비·격리·치료 또는 의식 작업","조상균 영향·기억 권한·균사 신뢰","새 정원의 경계 결산","설계 확정; 권한·격리 runtime OPEN"
faction-chapter:myconid:6,faction:dungeon:myconid,결산,"균사정원이 동맹·종속·결별 뒤 기억망 경계를 정함",없음,"정원 경계·기록·환기·계약실·대표","협정→공유 기억·종속 배양 또는 분리→의료·식량 경로 고정","공동 기억 동맹; 배양 종속; 경계 봉인과 결별","경계 설정·배양 계약·기록 권한·철수","최종 균사 관계·배양 접근·포자 규칙","후속 의료·농업·세력 반응","설계 확정; 최종 관계 runtime OPEN"
