domain_group,domain_group_name,type,kind,definition_path,definition_line,coverage_reason,integration_status,integration_reason,producer_count,producer_sites,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,participant_member_candidates,metric_member_candidates,ui_paths,query_paths,narrative_paths,subscriber_count
4,관계·욕구·기분·생애·가족,CharacterAgeConditionChangedEvent,struct,Assets/Scripts/Services/Character/CharacterLifeApplicationAdapter.cs,7,"CharacterAgeConditionChangedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Character/CharacterLifeApplicationAdapter.cs:81:CharacterLifeApplicationAdapter.CharacterLifeApplicationAdapter | Assets/Scripts/Services/Character/CharacterLifePublicationService.cs:152:CharacterLifePublicationService.CharacterSpeciesId,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,,,Assets/Scripts/Services/Character/CharacterLifeApplicationAdapter.cs | Assets/Scripts/Services/Character/CharacterLifePublicationService.cs,,1
2,전투·침입·의료·생포·사망,CharacterBodyHealthDownedEvent,struct,Assets/Scripts/Services/Combat/CharacterBodyHealthContracts.cs,36,"CharacterBodyHealthDownedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs:1722:CharacterBodyHealthRuntime.<unknown>,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,actor,,,Assets/Scripts/Services/Captivity/CaptivityRuntime.cs | Assets/Scripts/Services/Character/Work/SettlementEmergencyReservePlanner.cs | Assets/Scripts/Services/Character/Work/SettlementThreatEventAdapter.cs | Assets/Scripts/Services/Combat/CharacterBodyHealthContracts.cs | Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs | Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs | Assets/Scripts/Services/Invasion/DefenseEngagementRuntime.cs,,6
2,전투·침입·의료·생포·사망,CharacterBodyHealthRecoveredEvent,struct,Assets/Scripts/Services/Combat/CharacterBodyHealthContracts.cs,46,"CharacterBodyHealthRecoveredEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs:1737:CharacterBodyHealthRuntime.<unknown>,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,actor,,,Assets/Scripts/Services/Captivity/CaptivityRuntime.cs | Assets/Scripts/Services/Character/Work/SettlementEmergencyReservePlanner.cs | Assets/Scripts/Services/Character/Work/SettlementThreatEventAdapter.cs | Assets/Scripts/Services/Combat/CharacterBodyHealthContracts.cs | Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs | Assets/Scripts/Services/Combat/CharacterCombatCommandUnityLifecycleAdapter.cs | Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs,,5
2,전투·침입·의료·생포·사망,CharacterCombatCommandTerminatedEvent,struct,Assets/Scripts/Models/Combat/Core/CharacterCombatCommandModels.cs,72,"CharacterCombatCommandTerminatedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Combat/CharacterCombatCommandRuntime.cs:1259:CharacterCombatCommandRuntime.<unknown>,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,actorId,finalState,,Assets/Scripts/Services/Combat/CharacterCombatCommandRuntime.cs,,0
4,관계·욕구·기분·생애·가족,CharacterConsumablesMealConsumedEvent,struct,Assets/Scripts/Models/Survival/Core/CharacterConsumablesRuntimeContracts.cs,565,"CharacterConsumablesMealConsumedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Models/Survival/Core/CharacterConsumablesRuntime.cs:2521:MealOperationFailureState.ItemStackId,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,characterId | facilityId,,,Assets/Scripts/Services/Survival/CharacterConsumablesApplicationAdapters.cs,,0
2,전투·침입·의료·생포·사망,CharacterDeathEvent,struct,Assets/Scripts/Services/Character/Core/CharacterDeathEvent.cs,5,"CharacterDeathEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",3,Assets/Scripts/Services/Character/Core/CharacterDeathEvent.cs:75:CharacterDeathEventFactory.Create | Assets/Scripts/Services/Character/Core/CharacterDeathEvent.cs:91:CharacterDeathEventFactory.CharacterDeathEventFactory | Assets/Scripts/Services/Combat/CharacterBodyHealthStateRules.cs:1256:CharacterVitalsSideEffectAdapter.CharacterVitalsSnapshot,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,characterId | witnessIds,absoluteDay,,Assets/Scripts/Services/Captivity/CaptivityRuntime.cs | Assets/Scripts/Services/Character/CharacterLifeApplicationAdapter.cs | Assets/Scripts/Services/Character/Core/CharacterDeathEvent.cs | Assets/Scripts/Services/Character/PopulationHealthRuntime.cs | Assets/Scripts/Services/Character/Work/SettlementEmergencyReservePlanner.cs | Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs | Assets/Scripts/Services/Invasion/DefenseEngagementRuntime.cs | Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs | Assets/Scripts/Services/Survival/CharacterDeprivationRuntime.cs,,11
2,전투·침입·의료·생포·사망,CharacterDiedEvent,struct,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs,57,"CharacterDiedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs:1649:CharacterBodyHealthRuntime.<unknown>,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,character,absoluteDay,,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs | Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs | Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs,1
2,전투·침입·의료·생포·사망,CharacterInjuredIdentityEvent,struct,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs,415,"CharacterInjuredIdentityEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs:3825:WorkTaskExecutor.SettlementLaborContribution | Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs:150:CombatCommandResultApplier.CombatCommandResultApplier,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,attacker | character | workAccidentFacilityDisplayName | workAccidentFacilityInstanceId | workAccidentWorkerDisplayName,appliedDamage | damageType | day | workAccidentDamagedAnatomyNodeId | workAccidentFacilityDisplayName | workAccidentFacilityInstanceId | workAccidentLocation | workAccidentObservedCause | workAccidentOperationId | workAccidentWorkerDisplayName | workAccidentWorkTypeId,,Assets/Scripts/Services/Character/Core/CharacterAcquiredTraitSpecialReaction.cs | Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs | Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs | Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs | Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs | Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs,3
2,전투·침입·의료·생포·사망,CharacterKilledEvent,struct,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs,14,"CharacterKilledEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs:561:CharacterIdentityEventPublisher.CharacterIdentityEventPublisher | Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs:321:CombatCommandResultApplier.VisitorFacilityCombatDamageCommittedEvent,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,killer | victim | witnesses,absoluteDay,,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs | Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs,,1
4,관계·욕구·기분·생애·가족,CharacterLifeStageChangedEvent,struct,Assets/Scripts/Services/Character/CharacterLifeApplicationAdapter.cs,17,"CharacterLifeStageChangedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Character/CharacterLifeApplicationAdapter.cs:90:in.CharacterLifeApplicationAdapter,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,characterId,,,Assets/Scripts/Services/Character/CharacterLifeApplicationAdapter.cs | Assets/Scripts/Services/Character/Work/SettlementEmergencyReservePlanner.cs,,2
4,관계·욕구·기분·생애·가족,CharacterMealConsumedEvent,struct,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs,164,"CharacterMealConsumedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Survival/SurvivalMealLedger.cs:98:SurvivalMealLedger.SurvivalMealLedger,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,characterId | facilityId | itemId,amount | day | quality,,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs,,0
2,전투·침입·의료·생포·사망,CharacterMedicalBloodContactEvent,struct,Assets/Scripts/Services/Combat/CharacterMedicalModels.cs,185,"CharacterMedicalBloodContactEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs:885:CharacterMedicalRuntime.CharacterInfectionBurdenReductionRequestedEvent,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,patientId,,,Assets/Scripts/Services/Character/PopulationHealthRuntime.cs | Assets/Scripts/Services/Combat/CharacterMedicalModels.cs | Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs,,1
4,관계·욕구·기분·생애·가족,CharacterPrimitiveSurvivalCompletedEvent,struct,Assets/Scripts/Services/Survival/DarkSurvivalModels.cs,44,"CharacterPrimitiveSurvivalCompletedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Survival/CharacterPrimitiveSurvivalRunner.cs:820:RunningPrimitiveAction.ItemQuantityReservationRequest,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,characterId | physicalItemCount,physicalItemCount,,Assets/Scripts/Services/Survival/DarkSurvivalModels.cs,,0
