"portfolio_id","horizon_day","research_id","closure_role","required_wu","maximum_researchers","target_chain","source_path","numeric_authority","static_status"
"underground","960","research:industry:breakers","prerequisite-closure","582","1","research:climate:regional-climatology|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/industry_breakers.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:industry:conveyor","prerequisite-closure","582","1","research:climate:regional-climatology|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/industry_conveyor.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:industry:electric-smelting","prerequisite-closure","655","1","research:climate:environment-control|research:climate:regional-climatology","Assets/Resources/SO/Research/Projects/industry_electric_smelting.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:industry:mana-power","prerequisite-closure","764","1","research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/industry_mana_power.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:industry:powered-tools","prerequisite-closure","700","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/industry_powered_tools.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:industry:precision","prerequisite-closure","437","1","research:climate:regional-climatology","Assets/Resources/SO/Research/Projects/industry_precision.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:industry:steam-power","prerequisite-closure","446","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/industry_steam_power.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:industry:storage","prerequisite-closure","582","1","research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/industry_storage.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:life:seasonal-calendar","prerequisite-closure","84","1","research:climate:environment-control|research:climate:regional-climatology","Assets/Resources/SO/Research/Projects/life_seasonal_calendar.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:medical-reception","prerequisite-closure","42","1","research:health:isolation-medicine","Assets/Resources/SO/Research/Projects/medical_reception.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:medical:anatomy","prerequisite-closure","42","1","research:health:isolation-medicine|research:medical:mycelial-grafting","Assets/Resources/SO/Research/Projects/medical_anatomy.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:medical:gerontology","prerequisite-closure","519","1","research:health:isolation-medicine","Assets/Resources/SO/Research/Projects/medical_gerontology.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:medical:mycelial-grafting","explicit-target","84","1","research:medical:mycelial-grafting","Assets/Resources/SO/Research/Projects/medical_mycelial_grafting.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:metallurgy:advanced","prerequisite-closure","60","1","research:climate:regional-climatology|research:health:isolation-medicine","Assets/Resources/SO/Research/Projects/metallurgy_advanced.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:metallurgy:iron","prerequisite-closure","28","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/metallurgy_iron.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:metallurgy:primitive","prerequisite-closure","17","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/metallurgy_primitive.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:metallurgy:steel","prerequisite-closure","42","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/metallurgy_steel.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:pharmacology:advanced","prerequisite-closure","84","1","research:health:isolation-medicine","Assets/Resources/SO/Research/Projects/pharmacology_advanced.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:pharmacology:anesthesia","prerequisite-closure","60","1","research:health:isolation-medicine","Assets/Resources/SO/Research/Projects/pharmacology_anesthesia.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:pharmacology:antiseptic","prerequisite-closure","28","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/pharmacology_antiseptic.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:pharmacology:distillation","prerequisite-closure","42","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/pharmacology_distillation.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:pharmacology:herbalism","prerequisite-closure","17","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/pharmacology_herbalism.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:pharmacology:stimulants","prerequisite-closure","60","1","research:health:isolation-medicine","Assets/Resources/SO/Research/Projects/pharmacology_stimulants.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:plumbing:basics","prerequisite-closure","130","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/plumbing_basics.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:plumbing:reuse","explicit-target","115","1","research:climate:environment-control|research:climate:regional-climatology|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/plumbing_reuse.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:plumbing:rune-purification","explicit-target","153","1","research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/plumbing_rune_purification.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:plumbing:sewer","prerequisite-closure","228","1","research:climate:environment-control|research:climate:regional-climatology|research:health:isolation-medicine|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/plumbing_sewer.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:service-flow","prerequisite-closure","28","1","research:health:isolation-medicine","Assets/Resources/SO/Research/Projects/service_flow.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:society:household-records","prerequisite-closure","199","1","research:health:isolation-medicine","Assets/Resources/SO/Research/Projects/society_household_records.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:survival:medical","prerequisite-closure","60","1","research:health:isolation-medicine|research:medical:mycelial-grafting","Assets/Resources/SO/Research/Projects/survival_medical.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:survival:preservation","prerequisite-closure","42","1","research:climate:environment-control|research:climate:regional-climatology|research:environment:rune-insulation|research:health:isolation-medicine|research:medical:mycelial-grafting","Assets/Resources/SO/Research/Projects/survival_preservation.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:survival:sanitation","explicit-target","17","1","research:agriculture:indoor|research:agriculture:subterranean|research:climate:environment-control|research:climate:regional-climatology|research:environment:rune-insulation|research:forestry:fungal|research:health:isolation-medicine|research:medical:mycelial-grafting|research:plumbing:reuse|research:plumbing:rune-purification|research:survival:sanitation","Assets/Resources/SO/Research/Projects/survival_sanitation.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:survival:support","prerequisite-closure","28","1","research:agriculture:indoor|research:agriculture:subterranean|research:climate:environment-control|research:climate:regional-climatology|research:environment:rune-insulation|research:forestry:fungal|research:health:isolation-medicine|research:medical:mycelial-grafting|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/survival_support.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:textile:fiber","prerequisite-closure","17","1","research:climate:environment-control|research:climate:regional-climatology|research:environment:rune-insulation|research:health:isolation-medicine|research:plumbing:reuse|research:plumbing:rune-purification","Assets/Resources/SO/Research/Projects/textile_fiber.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:textile:rune-leather","prerequisite-closure","60","1","research:climate:environment-control|research:climate:regional-climatology|research:environment:rune-insulation","Assets/Resources/SO/Research/Projects/textile_rune_leather.asset","research-numeric-ledger.csv","closure-resolved"
"underground","960","research:textile:tanning","prerequisite-closure","28","1","research:climate:environment-control|research:climate:regional-climatology|research:environment:rune-insulation","Assets/Resources/SO/Research/Projects/textile_tanning.asset","research-numeric-ledger.csv","closure-resolved"
