"stable_id","display_name","research_project_id","unlock_role","source_design_intent","singleton_reason","reward_category_presentation","target_side_requirement_bindings","portfolio_commitment","activation_receipt_and_authority","binding_gap_and_status"
"research:equipment:armor-tailoring","equipment_armor_tailoring","research:equipment:armor-tailoring","Equipment Family","직물과 가죽의 하중선을 맞추는 방어구 재단법을 확립한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","CombatArmorSO:equipment-item:armor:brigandine | CombatArmorSO:equipment-item:armor:jack-of-plates | ProductionRecipeSO:recipe:component:brigandine-padding | ProductionRecipeSO:recipe:material:hardened-leather","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:armor-tailoring인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 4개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:articulated-plate","equipment_articulated_plate","research:equipment:articulated-plate","Equipment Family","제강 판재와 사슬 연결부를 관절 구조로 조립한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","CombatArmorSO:equipment-item:armor:articulated-plate | CombatArmorSO:equipment-item:armor:breastplate | CombatArmorSO:equipment-item:armor:closed-plate-helm | CombatArmorSO:equipment-item:armor:iron-helmet | ProductionRecipeSO:recipe:material:plate-blank","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:articulated-plate인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 5개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:ballistics","equipment_ballistics","research:equipment:ballistics","Equipment Family","점화 압력과 사격 진지의 관측 기록으로 탄도 편차를 계산한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","CombatWeaponSO:equipment-item:weapon:arquebus | CombatWeaponSO:equipment-item:weapon:matchlock-long-gun | CombatWeaponSO:equipment-item:weapon:sniper-arquebus","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:ballistics인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 3개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:black-powder","equipment_black_powder","research:equipment:black-powder","Equipment Family","숯과 증류 약재를 기록된 비율로 분쇄해 추진용 화약을 만든다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:ammo:incendiary-arrow | ProductionRecipeSO:recipe:ammo:incendiary-bolt | ProductionRecipeSO:recipe:material:black-powder | ProductionRecipeSO:recipe:material:niter","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:black-powder인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 4개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:bowyery","equipment_bowyery","research:equipment:bowyery","Equipment Family","처리 목재와 섬유의 탄성을 조율해 복합 활대를 제작한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","CombatWeaponSO:equipment-item:weapon:composite-bow | CombatWeaponSO:equipment-item:weapon:longbow | CombatWeaponSO:equipment-item:weapon:shortbow","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:bowyery인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 3개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:field-maintenance","equipment_field_maintenance","research:equipment:field-maintenance","Equipment Family","방어 보급 절차와 재봉 수선법을 휴대 가능한 수리 규격으로 묶는다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:tool:field-repair-kit","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:field-maintenance인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 1개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:ignition-mechanisms","equipment_ignition_mechanisms","research:equipment:ignition-mechanisms","Equipment Family","강철 격발부와 제도 규격으로 휴대 화기의 점화를 제어한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","CombatWeaponSO:equipment-item:weapon:handgonne | CombatWeaponSO:equipment-item:weapon:matchlock-pistol","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:ignition-mechanisms인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 2개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:industrial-metrology","equipment_industrial_metrology","research:equipment:industrial-metrology","Equipment Family","시제품 공정과 정밀 자동화의 편차를 공장 규모에서 계측한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:component:precision-optics | ProductionRecipeSO:recipe:tool:precision-gauge","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:industrial-metrology인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 2개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:lineage-binding","equipment_lineage_binding","research:equipment:lineage-binding","Equipment Family","룬 조율 장비의 사용 기록과 상징을 새 장비에 결속한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","명시적 target-side definition 없음","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:lineage-binding인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 0개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:mail-weaving","equipment_mail_weaving","research:equipment:mail-weaving","Equipment Family","철 고리와 층상 충전재를 결속해 유연한 방호 외피를 만든다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","CombatArmorSO:equipment-item:armor:mail-coif | CombatArmorSO:equipment-item:armor:mail-shirt | CombatArmorSO:equipment-item:armor:scale-coat | ProductionRecipeSO:recipe:material:chain-mesh","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:mail-weaving인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 4개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:material-testing","equipment_material_testing","research:equipment:material-testing","Equipment Family","공학 도면의 허용 오차를 고급 단조 시편으로 검증한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:component:material-test-coupon","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:material-testing인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 1개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:mechanical-projectiles","equipment_mechanical_projectiles","research:equipment:mechanical-projectiles","Equipment Family","권양 장치와 철제 걸쇠로 높은 장력의 투사 장비를 안전하게 작동시킨다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","CombatWeaponSO:equipment-item:weapon:crossbow | CombatWeaponSO:equipment-item:weapon:repeating-crossbow | CombatWeaponSO:equipment-item:weapon:windlass-crossbow | ProductionRecipeSO:recipe:component:siege-counterweight","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:mechanical-projectiles인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 4개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:modular-frames","equipment_modular_frames","research:equipment:modular-frames","Equipment Family","정밀 장착 치수와 강철 시험값을 공유하는 성장형 장비 골격을 제작한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:component:growth-frame","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:modular-frames인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 1개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:powered-armor","equipment_powered_armor","research:equipment:powered-armor","Equipment Family","관절식 판금에 배전과 정밀 부품 구동계를 결합한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","CombatArmorSO:equipment-item:armor:powered-harness | CombatShieldSO:equipment-item:shield:powered | CombatWeaponSO:equipment-item:weapon:powered-striking-gauntlet | ProductionRecipeSO:recipe:component:powered-armor-joint","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:powered-armor인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 4개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:precision-fitting","equipment_precision_fitting","research:equipment:precision-fitting","Equipment Family","복원 부품을 계측하고 전동 공구로 장비 슬롯에 정밀 장착한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:component:precision-parts | ProductionRecipeSO:recipe:tool:inspection-gauge","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:precision-fitting인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 2개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:equipment:pressure-barrels","equipment_pressure_barrels","research:equipment:pressure-barrels","Equipment Family","내압 화기와 방폭에 필요한 이론, 제작 절차, 안전 기준과 운용 보상을 하나의 완결된 연구 패키지로 통합한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","CombatArmorSO:equipment-item:armor:blast-coat | CombatArmorSO:equipment-item:armor:powder-cuirass | CombatArmorSO:equipment-item:armor:smoke-hood | CombatWeaponSO:equipment-item:weapon:heavy-matchlock | CombatWeaponSO:equipment-item:weapon:shotgun | CombatWeaponSO:equipment-item:weapon:siege-arbalest | ProductionRecipeSO:recipe:ammo:armor-piercing-cartridge | ProductionRecipeSO:recipe:ammo:smoke-cartridge | ProductionRecipeSO:recipe:component:blast-coat-shell | ProductionRecipeSO:recipe:material:barrel-steel","무기·방어구·작업복 계열의 제작·보급·정비를 준비해 특정 조우·환경·직무에 맞춘다. 다른 장비 계보의 소재·숙련·보급 경로는 늦어진다.","연구 완료 영수증 → target-side requiredResearchId가 research:equipment:pressure-barrels인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 10개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
