"stable_id","display_name","source_declared_function","selection_and_effect_evidence","portfolio_commitment","family_alternative_candidates","activation_and_conflict_receipt","pressure_and_recovery","status"
"trait:107","깔끔함","개체 차이의 내용은 '청소와 유지보수에 강하고 오염 사고에 덜 흔들린다'이다. 효과 2개, 정체성 규칙 3개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 hygiene; 희귀도 Rare (희귀); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486485},{""rid"":7737211921986486486},{""rid"":7737211921986486487}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:245","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:232","직설적","개체 차이의 내용은 '문제를 숨기지 않지만 체면을 중시하는 상대와 자주 충돌한다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 communication; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""social:speak-plainly"",""utilityDelta"":0.45}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""service-incident"",""multiplier"":1.35}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":-3,""triggerTag"":""social:formal-etiquette""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:233","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:233","중재자","개체 차이의 내용은 '갈등 당사자의 요구를 정리하고 체면을 살리는 절충안을 찾는다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 communication; 희귀도 Rare (희귀); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""conflict:mediate"",""utilityDelta"":0.55}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""faction"",""multiplier"":1.45}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":3,""triggerTag"":""event:reconciliation""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:232","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:234","충성심","개체 차이의 내용은 '가구와 오래된 동료의 부탁을 우선하며 배신에 깊게 상처받는다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 loyalty; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""social:help-household"",""utilityDelta"":0.5}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""life-event"",""multiplier"":1.35}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":-5,""triggerTag"":""event:betrayal""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:236","낯선 문화에 호의적","개체 차이의 내용은 '다른 문화의 관습에 참여하며 새로운 식사와 의식을 즐긴다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 culture; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""culture:join-other"",""utilityDelta"":0.5}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""festival"",""multiplier"":1.45}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":3,""triggerTag"":""culture:harmony""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:237","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:237","우리 편 우선","개체 차이의 내용은 '가구와 같은 문화의 안전을 우선하고 외부 계약을 의심한다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 culture; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""social:protect-in-group"",""utilityDelta"":0.5}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""faction"",""multiplier"":1.3}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":-3,""triggerTag"":""faction:outside-demand""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:236","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:238","자비로움","개체 차이의 내용은 '부상자와 포로를 처형하기보다 치료와 교환으로 해결하려 한다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 mercy; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""combat:spare"",""utilityDelta"":0.55}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""captivity"",""multiplier"":1.4}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":-5,""triggerTag"":""event:execution""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:239","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:240","위험 회피","개체 차이의 내용은 '정찰과 보호구가 없으면 위험 작업을 거부한다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 risk; 희귀도 Rare (희귀); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""safety:wait-for-gear"",""utilityDelta"":0.55}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""emergency"",""multiplier"":0.8}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":0.9,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":-4,""triggerTag"":""danger:unprepared""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:221 | trait:241","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:241","무모한 용기","개체 차이의 내용은 '준비가 부족해도 구조와 추격에 뛰어들며 성공에 강한 만족을 느낀다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 risk; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""danger:immediate-action"",""utilityDelta"":0.6}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""emergency"",""multiplier"":1.5}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1.12,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":5,""triggerTag"":""event:risky-success""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:221 | trait:240","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:242","진실 집착","개체 차이의 내용은 '평판 손해를 감수하고 숨겨진 기록과 모순을 파헤친다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 inquiry; 희귀도 Rare (희귀); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""research:forbidden-record"",""utilityDelta"":0.55}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""discovery"",""multiplier"":1.5}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1.05,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":4,""triggerTag"":""event:truth-revealed""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:243","실용주의","개체 차이의 내용은 '상징보다 실제 생존과 생산 효과가 큰 선택을 선호한다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 decision; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""choice:practical"",""utilityDelta"":0.5}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""contract"",""multiplier"":1.25}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":-2,""triggerTag"":""event:wasteful-ceremony""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:244","수집벽","개체 차이의 내용은 '희귀한 유물과 기록을 보관하려 하며 소비 결정에 저항한다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 collecting; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""item:preserve-relic"",""utilityDelta"":0.6}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""milestone"",""multiplier"":1.45}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":-4,""triggerTag"":""item:relic-consumed""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:246","이야기꾼","개체 차이의 내용은 '식사와 장례에서 사건을 이야기로 엮어 공동체의 기억을 붙든다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 10개, 전투 능력 0개, 환경 보호 0개, 행동 선호 1개, 기분 반응 1개, 사건 가중치 1개, 유전 결과 0개로 반영한다.","선택 가족 storytelling; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 [{""behaviorTag"":""social:tell-story"",""utilityDelta"":0.55}]; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 [{""eventCategoryId"":""life-event"",""multiplier"":1.45}]; 정체성 ; 수정치 {""accidentChanceMultiplier"":1,""combatPowerMultiplier"":1,""consumptionMultiplier"":1,""crowdSensitivityMultiplier"":1,""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""moveSpeedMultiplier"":1,""preferredFacilityRoles"":0,""preferredWorkTypes"":0,""researchSpeedMultiplier"":1,""spendingMultiplier"":1,""stayDurationMultiplier"":1,""waitPatienceMultiplier"":1,""workSpeedMultiplier"":1}; 기분 [{""durationDays"":3,""moodDelta"":3,""triggerTag"":""event:audience""}]; 능력치 {""entries"":[]}; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:400","들일 소질","개체 차이의 내용은 '현장 숙련의 출발이 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude:fieldwork; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:500","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:401","시공 소질","개체 차이의 내용은 '건설·공학 숙련의 출발이 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude:construction; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:501","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
