source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
FestivalDefinitionSO,festival:spore-bloom,FestivalDefinitionSO|festival:spore-bloom,requires,building:cave-growing-rack,,,requiredBuildingDefinitionId,required Building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Festivals/festival_spore-bloom.asset
FestivalDefinitionSO,festival:sprout,FestivalDefinitionSO|festival:sprout|Assets/Resources/SO/V20/Society/Festivals/festival_sprout.asset,requires,building:festival-common-hall,,,requiredBuildingDefinitionId,required Building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Festivals/festival_sprout.asset
FestivalDefinitionSO,festival:storage,FestivalDefinitionSO|festival:storage|Assets/Resources/SO/V20/Society/Festivals/festival_storage.asset,requires,building:festival-common-hall,,,requiredBuildingDefinitionId,required Building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Festivals/festival_storage.asset
FestivalDefinitionSO,festival:tool-clan-fair,FestivalDefinitionSO|festival:tool-clan-fair,requires,building:apprentice-workbench,,,requiredBuildingDefinitionId,required Building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Festivals/festival_tool-clan-fair.asset
FestivalDefinitionSO,festival:weapon-vigil,FestivalDefinitionSO|festival:weapon-vigil,requires,building:armory,,,requiredBuildingDefinitionId,required Building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Festivals/festival_weapon-vigil.asset
GuestRequestDefinitionSO,guest-request:allergen-banquet,GuestRequestDefinitionSO|guest-request:allergen-banquet,requires,building:festival-common-hall,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_allergen-banquet.asset
GuestRequestDefinitionSO,guest-request:bodyguard-kit,GuestRequestDefinitionSO|guest-request:bodyguard-kit,requires,building:smith-workshop,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_bodyguard-kit.asset
GuestRequestDefinitionSO,guest-request:coronation-feast,GuestRequestDefinitionSO|guest-request:coronation-feast,requires,building:luxury-dining-room,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_coronation-feast.asset
GuestRequestDefinitionSO,guest-request:disease-sample,GuestRequestDefinitionSO|guest-request:disease-sample,requires,building:vaccine-laboratory,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_disease-sample.asset
GuestRequestDefinitionSO,guest-request:emergency-surgery,GuestRequestDefinitionSO|guest-request:emergency-surgery,requires,building:surgery-room,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_emergency-surgery.asset
GuestRequestDefinitionSO,guest-request:flood-refuge,GuestRequestDefinitionSO|guest-request:flood-refuge,requires,building:guest-dormitory,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_flood-refuge.asset
GuestRequestDefinitionSO,guest-request:memorial-performance,GuestRequestDefinitionSO|guest-request:memorial-performance,requires,workstation:v19:memorial-room,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_memorial-performance.asset
GuestRequestDefinitionSO,guest-request:militia-arms,GuestRequestDefinitionSO|guest-request:militia-arms,requires,building:armory,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_militia-arms.asset
GuestRequestDefinitionSO,guest-request:monster-circus,GuestRequestDefinitionSO|guest-request:monster-circus,requires,building:circus-arena,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_monster-circus.asset
GuestRequestDefinitionSO,guest-request:persecuted-family,GuestRequestDefinitionSO|guest-request:persecuted-family,requires,building:family-quarters,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_persecuted-family.asset
GuestRequestDefinitionSO,guest-request:plague-screening,GuestRequestDefinitionSO|guest-request:plague-screening,requires,building:isolation-ward,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_plague-screening.asset
GuestRequestDefinitionSO,guest-request:precision-barter,GuestRequestDefinitionSO|guest-request:precision-barter,requires,building:trade-counter,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_precision-barter.asset
GuestRequestDefinitionSO,guest-request:sealed-archive,GuestRequestDefinitionSO|guest-request:sealed-archive,requires,building:prototype-laboratory,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_sealed-archive.asset
GuestRequestDefinitionSO,guest-request:winter-fuel-auction,GuestRequestDefinitionSO|guest-request:winter-fuel-auction,requires,building:faction-audience-hall,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_winter-fuel-auction.asset
LifeEventDefinitionSO,life-event:captains-test,LifeEventDefinitionSO|life-event:captains-test,advances-ambition,life-event:captains-test,45,0,choices.0.effects.0.targetId,AmbitionProgress (야망 진행),ambition-content,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/LifeEvents/life-event_captains-test.asset
LifeEventDefinitionSO,life-event:killer-sighted,LifeEventDefinitionSO|life-event:killer-sighted,advances-ambition,life-event:killer-sighted,60,0,choices.0.effects.0.targetId,AmbitionProgress (야망 진행),ambition-content,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/LifeEvents/life-event_killer-sighted.asset
LifeEventDefinitionSO,life-event:masterpiece-commission,LifeEventDefinitionSO|life-event:masterpiece-commission,advances-ambition,life-event:masterpiece-commission,50,0,choices.0.effects.0.targetId,AmbitionProgress (야망 진행),ambition-content,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/LifeEvents/life-event_masterpiece-commission.asset
LifeEventDefinitionSO,life-event:tool-inheritance,LifeEventDefinitionSO|life-event:tool-inheritance,advances-ambition,life-event:tool-inheritance,10,0,automaticEffects.0.targetId,AmbitionProgress (야망 진행),ambition-content,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/LifeEvents/life-event_tool-inheritance.asset
SpeciesCultureDefinitionSO,culture:adventurer-frontier,SpeciesCultureDefinitionSO|culture:adventurer-frontier,references,food:raw-monster-meat,,,forbiddenItemIds,forbidden Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_adventurer-frontier.asset
SpeciesCultureDefinitionSO,culture:beastkin-pack,SpeciesCultureDefinitionSO|culture:beastkin-pack,references,medicine:strong-perfume,,,forbiddenItemIds,forbidden Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_beastkin-pack.asset
SpeciesCultureDefinitionSO,culture:demon-contract,SpeciesCultureDefinitionSO|culture:demon-contract,references,food:spiced-stew,,,preferredItemIds,preferred Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_demon-contract.asset
SpeciesCultureDefinitionSO,culture:demon-contract,SpeciesCultureDefinitionSO|culture:demon-contract,references,item:unsealed-oath,,,forbiddenItemIds,forbidden Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_demon-contract.asset
SpeciesCultureDefinitionSO,culture:golem-core,SpeciesCultureDefinitionSO|culture:golem-core,references,resource:corrosive-slurry,,,forbiddenItemIds,forbidden Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_golem-core.asset
SpeciesCultureDefinitionSO,culture:harpy-aerie,SpeciesCultureDefinitionSO|culture:harpy-aerie,references,food:dried-fruit,,,preferredItemIds,preferred Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_harpy-aerie.asset
SpeciesCultureDefinitionSO,culture:harpy-aerie,SpeciesCultureDefinitionSO|culture:harpy-aerie,references,food:heavy-oil-stew,,,forbiddenItemIds,forbidden Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_harpy-aerie.asset
SpeciesCultureDefinitionSO,culture:kobold-toolclan,SpeciesCultureDefinitionSO|culture:kobold-toolclan,references,food:mushroom-stew,,,preferredItemIds,preferred Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_kobold-toolclan.asset
SpeciesCultureDefinitionSO,culture:kobold-toolclan,SpeciesCultureDefinitionSO|culture:kobold-toolclan,references,item:broken-tool,,,forbiddenItemIds,forbidden Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_kobold-toolclan.asset
SpeciesCultureDefinitionSO,culture:orc-vigil,SpeciesCultureDefinitionSO|culture:orc-vigil,references,food:tiny-portion,,,forbiddenItemIds,forbidden Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_orc-vigil.asset
SpeciesCultureDefinitionSO,culture:slime-confluence,SpeciesCultureDefinitionSO|culture:slime-confluence,references,resource:salt,,,forbiddenItemIds,forbidden Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_slime-confluence.asset
SpeciesCultureDefinitionSO,culture:vampire-nightcourt,SpeciesCultureDefinitionSO|culture:vampire-nightcourt,references,food:blood-reserve,,,preferredItemIds,preferred Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_vampire-nightcourt.asset
SpeciesCultureDefinitionSO,culture:vampire-nightcourt,SpeciesCultureDefinitionSO|culture:vampire-nightcourt,references,food:garlic-tonic,,,forbiddenItemIds,forbidden Item Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Narrative/Cultures/culture_vampire-nightcourt.asset
