group,content_type,record_key,stable_id,display_name,description,mechanics,relations,existence_reason,reason_basis,review_status,review_reason,lifecycle_status,catalog_memberships,runtime_status,runtime_evidence,save_evidence,incoming_reference_count,incoming_source_types,system_role,strategic_niche,costs_and_risks,comparison_group,alternative_candidates,removal_impact,rationale_evidence,source_path,asset_guid
combat-health-world,DefenseChargeEffectSO,DefenseChargeEffectSO|asset:P1_AlarmCoil_2_Charge,asset:P1_AlarmCoil_2_Charge,P1_AlarmCoil_2_Charge,,작성 자산 정의,,방어 시설의 충전과 임계 방전 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 충전과 임계 방전 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 충전과 임계 방전 효과를 정의한다,duration=10; dischargeThreshold=3,DefenseChargeEffectSO,"비교 후보(대체 가능성 미검증): DefenseChargeEffectSO:asset:P1_LightningPillar_2_Charge, DefenseChargeEffectSO:asset:P1_StormFireTrap_3_Charge",직접 참조 1건에 영향: BuildingSO:building:53,"type-contract+description-and-relations; niche=type-contract; cost=dischargeThreshold, duration",Assets/Resources/SO/Defense/Effects/P1/Synthesis/P1_AlarmCoil_2_Charge.asset,da24aec880d968f16aa6c81af832f6a0
combat-health-world,DefenseChargeEffectSO,DefenseChargeEffectSO|asset:P1_LightningPillar_2_Charge,asset:P1_LightningPillar_2_Charge,P1_LightningPillar_2_Charge,,작성 자산 정의,,방어 시설의 충전과 임계 방전 효과를 정의한다. 다른 콘텐츠 2개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,2,BuildingSO,방어 시설의 충전과 임계 방전 효과를 정의한다. 다른 콘텐츠 2개가 이 정의를 참조한다.,방어 시설의 충전과 임계 방전 효과를 정의한다,duration=10; dischargeThreshold=3,DefenseChargeEffectSO,"비교 후보(대체 가능성 미검증): DefenseChargeEffectSO:asset:P1_AlarmCoil_2_Charge, DefenseChargeEffectSO:asset:P1_StormFireTrap_3_Charge","직접 참조 2건에 영향: BuildingSO:building:33, BuildingSO:building:9961","type-contract+description-and-relations; niche=type-contract; cost=dischargeThreshold, duration",Assets/Resources/SO/Defense/Effects/P1/P1_LightningPillar_2_Charge.asset,98b2e784b5bdf2ff49582d949fe00032
combat-health-world,DefenseChargeEffectSO,DefenseChargeEffectSO|asset:P1_StormFireTrap_3_Charge,asset:P1_StormFireTrap_3_Charge,P1_StormFireTrap_3_Charge,,작성 자산 정의,,방어 시설의 충전과 임계 방전 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 충전과 임계 방전 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 충전과 임계 방전 효과를 정의한다,duration=10; dischargeThreshold=3,DefenseChargeEffectSO,"비교 후보(대체 가능성 미검증): DefenseChargeEffectSO:asset:P1_LightningPillar_2_Charge, DefenseChargeEffectSO:asset:P1_AlarmCoil_2_Charge",직접 참조 1건에 영향: BuildingSO:building:58,"type-contract+description-and-relations; niche=type-contract; cost=dischargeThreshold, duration",Assets/Resources/SO/Defense/Effects/P1/Synthesis/P1_StormFireTrap_3_Charge.asset,8dd434bad5603c15cb84614b321eae95
combat-health-world,DefenseCorrosionEffectSO,DefenseCorrosionEffectSO|asset:P1_CorrosionFreezer_2_Corrosion,asset:P1_CorrosionFreezer_2_Corrosion,P1_CorrosionFreezer_2_Corrosion,,작성 자산 정의,,방어 시설이 부여하는 방어 저하 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설이 부여하는 방어 저하 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설이 부여하는 방어 저하 효과를 정의한다,duration=12,DefenseCorrosionEffectSO,"비교 후보(대체 가능성 미검증): DefenseCorrosionEffectSO:asset:P1_PoisonPool_2_Corrosion, DefenseCorrosionEffectSO:asset:P1_VenomSpikeTrap_2_Corrosion",직접 참조 1건에 영향: BuildingSO:building:57,type-contract+description-and-relations; niche=type-contract; cost=duration,Assets/Resources/SO/Defense/Effects/P1/Synthesis/P1_CorrosionFreezer_2_Corrosion.asset,410685630d9b39c13b60edd5350da5e3
combat-health-world,DefenseCorrosionEffectSO,DefenseCorrosionEffectSO|asset:P1_PoisonPool_2_Corrosion,asset:P1_PoisonPool_2_Corrosion,P1_PoisonPool_2_Corrosion,,작성 자산 정의,,방어 시설이 부여하는 방어 저하 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설이 부여하는 방어 저하 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설이 부여하는 방어 저하 효과를 정의한다,duration=8,DefenseCorrosionEffectSO,"비교 후보(대체 가능성 미검증): DefenseCorrosionEffectSO:asset:P1_CorrosionFreezer_2_Corrosion, DefenseCorrosionEffectSO:asset:P1_VenomSpikeTrap_2_Corrosion",직접 참조 1건에 영향: BuildingSO:building:31,type-contract+description-and-relations; niche=type-contract; cost=duration,Assets/Resources/SO/Defense/Effects/P1/P1_PoisonPool_2_Corrosion.asset,39442b0a9c73be431b2ca6e64f378680
combat-health-world,DefenseCorrosionEffectSO,DefenseCorrosionEffectSO|asset:P1_VenomSpikeTrap_2_Corrosion,asset:P1_VenomSpikeTrap_2_Corrosion,P1_VenomSpikeTrap_2_Corrosion,,작성 자산 정의,,방어 시설이 부여하는 방어 저하 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설이 부여하는 방어 저하 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설이 부여하는 방어 저하 효과를 정의한다,duration=10,DefenseCorrosionEffectSO,"비교 후보(대체 가능성 미검증): DefenseCorrosionEffectSO:asset:P1_PoisonPool_2_Corrosion, DefenseCorrosionEffectSO:asset:P1_CorrosionFreezer_2_Corrosion",직접 참조 1건에 영향: BuildingSO:building:52,type-contract+description-and-relations; niche=type-contract; cost=duration,Assets/Resources/SO/Defense/Effects/P1/Synthesis/P1_VenomSpikeTrap_2_Corrosion.asset,d69458bb61fe33df8bfb930734f1c985
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:DefenseLinkedDropGate_1_Damage,asset:DefenseLinkedDropGate_1_Damage,DefenseLinkedDropGate_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:1804,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/DefenseLinkedDropGate_1_Damage.asset,24f18891388ce264c8630d8f2fa8ccd7
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:DefenseWallLauncher_1_Damage,asset:DefenseWallLauncher_1_Damage,DefenseWallLauncher_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:1805,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/DefenseWallLauncher_1_Damage.asset,af5aad63cd376794b97a5b1b460a6433
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:P1_AlarmCoil_1_Damage,asset:P1_AlarmCoil_1_Damage,P1_AlarmCoil_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:53,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/Synthesis/P1_AlarmCoil_1_Damage.asset,0cfd91052acadc3e2bfcc7df823d6bad
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:P1_CorrosionFreezer_1_Damage,asset:P1_CorrosionFreezer_1_Damage,P1_CorrosionFreezer_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:57,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/Synthesis/P1_CorrosionFreezer_1_Damage.asset,fd4b6106c0df3238ebeec199c19535b7
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:P1_FireVent_1_Damage,asset:P1_FireVent_1_Damage,P1_FireVent_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:32,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/P1_FireVent_1_Damage.asset,bc44554ade70dd959822076412ca797b
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:P1_IceVent_1_Damage,asset:P1_IceVent_1_Damage,P1_IceVent_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:34,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/P1_IceVent_1_Damage.asset,cb9dcbea8120b280d87132cbbdffb1dc
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:P1_LightningPillar_1_Damage,asset:P1_LightningPillar_1_Damage,P1_LightningPillar_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 2개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,2,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 2개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage","직접 참조 2건에 영향: BuildingSO:building:33, BuildingSO:building:9961",type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/P1_LightningPillar_1_Damage.asset,407e6b9a195d1d073a19d6992833929d
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:P1_PoisonPool_1_Damage,asset:P1_PoisonPool_1_Damage,P1_PoisonPool_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:31,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/P1_PoisonPool_1_Damage.asset,cc27fc1843def59629ac45425c205e35
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:P1_SpikeTrap_1_Damage,asset:P1_SpikeTrap_1_Damage,P1_SpikeTrap_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:30,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/P1_SpikeTrap_1_Damage.asset,825869659e9d81cd68cd14b542018f1e
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:P1_StormFireTrap_1_Damage,asset:P1_StormFireTrap_1_Damage,P1_StormFireTrap_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_VenomSpikeTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:58,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/Synthesis/P1_StormFireTrap_1_Damage.asset,1a0e55416d3620109a3589df0501954f
combat-health-world,DefenseDamageEffectSO,DefenseDamageEffectSO|asset:P1_VenomSpikeTrap_1_Damage,asset:P1_VenomSpikeTrap_1_Damage,P1_VenomSpikeTrap_1_Damage,,작성 자산 정의,,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,type-contract+description-and-relations,수동 검토 필요,synthetic-stable-id,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,resources-authored-consumer-unverified,정적 비-Editor 소비자 근거 없음,정적 저장 근거 없음,1,BuildingSO,방어 시설의 즉시 피해 효과를 정의한다. 다른 콘텐츠 1개가 이 정의를 참조한다.,방어 시설의 즉시 피해 효과를 정의한다,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,DefenseDamageEffectSO,"비교 후보(대체 가능성 미검증): DefenseDamageEffectSO:asset:DefenseLinkedDropGate_1_Damage, DefenseDamageEffectSO:asset:DefenseWallLauncher_1_Damage, DefenseDamageEffectSO:asset:P1_FireVent_1_Damage, DefenseDamageEffectSO:asset:P1_IceVent_1_Damage, DefenseDamageEffectSO:asset:P1_LightningPillar_1_Damage, DefenseDamageEffectSO:asset:P1_PoisonPool_1_Damage, DefenseDamageEffectSO:asset:P1_SpikeTrap_1_Damage, DefenseDamageEffectSO:asset:P1_AlarmCoil_1_Damage, DefenseDamageEffectSO:asset:P1_CorrosionFreezer_1_Damage, DefenseDamageEffectSO:asset:P1_StormFireTrap_1_Damage",직접 참조 1건에 영향: BuildingSO:building:52,type-contract+description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/Defense/Effects/P1/Synthesis/P1_VenomSpikeTrap_1_Damage.asset,5df706f7e2814c5afbd5f3b798766d0d
