schemaVersion,itemId,currentUnitMassGrams,maxStack,stockCategory,candidateUnitSemanticKind,candidateRule,candidateConfidence,assignmentStatus,reviewReason
v27.mass.semantic-candidate.1,apparel:boots,650,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:ceremonial-dress,1050,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:chest-wrap,150,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:cloak,720,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:contract-sash,150,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:daily-robe,850,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:envoy-coat,900,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:farmer-workwear,1000,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:festival-vest,480,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:footwraps,100,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:formal-coat,820,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:gloves,250,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:golem-functional-lining,700,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:hat,200,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:heat-work-suit,1350,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:hooded-robe,1000,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:horn-ring,100,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:keeper-coat,1150,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:loincloth-underwear,160,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:long-underpants,350,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:lower-underwear,180,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:miner-workwear,1250,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:mourning-clothes,850,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:raincoat,1100,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:ritual-robe,950,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:scarf,180,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:shorts,320,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:skirt,420,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:sky-chorus-shawl,220,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:sleep-bottom,320,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:sleep-top,350,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:smith-apron,900,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:smoke-protection-hood,380,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:socks,120,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:spore-garden-cloak,780,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:spore-protection-hood,350,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:sterile-gown,520,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:surgical-apron,620,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:tail-guard,350,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:tail-ribbon,80,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:trousers,500,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:tunic,450,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:undershirt,200,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:vest,400,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:waterproof-work-suit,1380,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:weapon-vigil-cloak,800,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:wing-cloak,600,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:wing-harness,500,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,apparel:work-shirt,480,1,General,ApparelPiece,apparel-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,book:seasonal-almanac,1100,1,General,BlueprintOrRecord,record-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,component:blacksteel-defense-plate,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:blast-coat-shell,1150,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:brigandine-padding,1150,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:climate-control-manifold,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:corridor-detonator,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:dreamweave-rune-lining,1350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:engineering-drawing,900,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:factory-installation-plan,1150,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:golem-core-case,2550,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:growth-frame,3050,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:insulated-wiring,2500,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:lead-counterweight,2100,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:machine-parts,2100,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:mana-shield-plate,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:material-test-coupon,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:paper-paste,1100,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:powered-armor-joint,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:precision-optics,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:precision-parts,2150,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:price-board,1800,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:prototype-package,1100,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:reclaimed-water-filter,1150,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:room-partition-kit,1950,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:rune-bus-coupler,1200,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:rune-conductor,2400,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:rune-control-panel,1200,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:rune-leather-lining,1350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:rune-leather-strap,1350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:rune-purification-crystal,1200,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:rune-tuning-shield,2550,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:sealed-seasonal-container,1800,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:siege-counterweight,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:siege-reinforcement-kit,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:stock-sensor-panel,2350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:temporal-stasis-seal,2650,50,General,MedicineDoseOrKit,medical-feature,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,component:textile-hardener,1100,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,component:waterwheel-drive-shaft,3150,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,container:medical-vial,30,300,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:bone-charm,200,40,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:candle,200,50,Fuel,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:dreamweave-ritual-banner,1350,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:fang-poison,120,30,Biological,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:fermented-vinegar,400,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:gold-ornament,400,20,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:resin-balm,150,40,Medicine,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:ritual-reagent,250,30,Biological,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:soap,250,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:stone-ornament,1600,30,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,craft:toxic-trap-coating,1000,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,drug:blood-stimulant,100,25,Medicine,MedicineDoseOrKit,medical-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,drug:dreamleaf-analgesic,120,30,Medicine,MedicineDoseOrKit,medical-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,drug:hallucinogenic-distillate,150,25,Medicine,MedicineDoseOrKit,medical-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,drug:mana-awakener,100,25,Medicine,MedicineDoseOrKit,medical-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,drug:moonflower-tea,250,40,Medicine,MedicineDoseOrKit,medical-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,drug:night-wine,325,40,Food,MedicineDoseOrKit,medical-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,drug:vitality-tonic,200,40,Medicine,MedicineDoseOrKit,medical-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:articulated-plate,13000,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:blacksteel-carapace,15000,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:blast-coat,7000,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:breastplate,9000,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:brigandine,6200,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:closed-plate-helm,3800,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:cloth-hood,400,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:gambeson,3500,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:hardened-leather-coat,4800,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:iron-helmet,2800,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:jack-of-plates,5400,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:leather,4200,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:leather-cap,800,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:mail-coif,1600,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:mail-shirt,7500,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:padded-hood,800,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
