"stable_id","display_name","stock_category","source_features","source_kind","source_unit_weight_kg","source_unit_price","source_declared_function","portfolio_commitment","same_era_alternative_candidates","physical_handling_receipt","depletion_or_overstock_pressure","recovery_or_conversion","status"
"equipment-item:armor:blast-coat","방폭 외투","Weapon (무기)","[{""rid"":7737211673752633491},{""rid"":7737211673752633492},{""rid"":7737211673752633493}]","해당 없음: GenericItemDefinitionSO","7","407","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력, 연구에 따른 사용 시점 제한에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:articulated-plate, GenericItemDefinitionSO:equipment-item:armor:blacksteel-carapace, GenericItemDefinitionSO:equipment-item:armor:breastplate, GenericItemDefinitionSO:equipment-item:armor:brigandine, GenericItemDefinitionSO:equipment-item:armor:closed-plate-helm, GenericItemDefinitionSO:equipment-item:armor:gambeson, GenericItemDefinitionSO:equipment-item:armor:hardened-leather-coat, GenericItemDefinitionSO:equipment-item:armor:iron-helmet, GenericItemDefinitionSO:equipment-item:armor:jack-of-plates, GenericItemDefinitionSO:equipment-item:armor:leather, GenericItemDefinitionSO:equipment-item:armor:mail-coif, GenericItemDefinitionSO:equipment-item:armor:mail-shirt 외 42개","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"equipment-item:armor:breastplate","철 흉갑","Weapon (무기)","[{""rid"":7737211673752633510},{""rid"":7737211673752633511},{""rid"":7737211673752633512}]","해당 없음: GenericItemDefinitionSO","9","298","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력, 연구에 따른 사용 시점 제한에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:articulated-plate, GenericItemDefinitionSO:equipment-item:armor:blacksteel-carapace, GenericItemDefinitionSO:equipment-item:armor:blast-coat, GenericItemDefinitionSO:equipment-item:armor:brigandine, GenericItemDefinitionSO:equipment-item:armor:closed-plate-helm, GenericItemDefinitionSO:equipment-item:armor:gambeson, GenericItemDefinitionSO:equipment-item:armor:hardened-leather-coat, GenericItemDefinitionSO:equipment-item:armor:iron-helmet, GenericItemDefinitionSO:equipment-item:armor:jack-of-plates, GenericItemDefinitionSO:equipment-item:armor:leather, GenericItemDefinitionSO:equipment-item:armor:mail-coif, GenericItemDefinitionSO:equipment-item:armor:mail-shirt 외 42개","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"equipment-item:armor:brigandine","브리간딘","Weapon (무기)","[{""rid"":7737211673752633584},{""rid"":7737211673752633585},{""rid"":7737211673752633586}]","해당 없음: GenericItemDefinitionSO","6.2","315","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력, 연구에 따른 사용 시점 제한에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:articulated-plate, GenericItemDefinitionSO:equipment-item:armor:blacksteel-carapace, GenericItemDefinitionSO:equipment-item:armor:blast-coat, GenericItemDefinitionSO:equipment-item:armor:breastplate, GenericItemDefinitionSO:equipment-item:armor:closed-plate-helm, GenericItemDefinitionSO:equipment-item:armor:gambeson, GenericItemDefinitionSO:equipment-item:armor:hardened-leather-coat, GenericItemDefinitionSO:equipment-item:armor:iron-helmet, GenericItemDefinitionSO:equipment-item:armor:jack-of-plates, GenericItemDefinitionSO:equipment-item:armor:leather, GenericItemDefinitionSO:equipment-item:armor:mail-coif, GenericItemDefinitionSO:equipment-item:armor:mail-shirt 외 42개","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"equipment-item:armor:closed-plate-helm","폐쇄형 판금 투구","Weapon (무기)","[{""rid"":7737211673752633435},{""rid"":7737211673752633436},{""rid"":7737211673752633437}]","해당 없음: GenericItemDefinitionSO","3.8","136","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력, 연구에 따른 사용 시점 제한에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:articulated-plate, GenericItemDefinitionSO:equipment-item:armor:blacksteel-carapace, GenericItemDefinitionSO:equipment-item:armor:blast-coat, GenericItemDefinitionSO:equipment-item:armor:breastplate, GenericItemDefinitionSO:equipment-item:armor:brigandine, GenericItemDefinitionSO:equipment-item:armor:gambeson, GenericItemDefinitionSO:equipment-item:armor:hardened-leather-coat, GenericItemDefinitionSO:equipment-item:armor:iron-helmet, GenericItemDefinitionSO:equipment-item:armor:jack-of-plates, GenericItemDefinitionSO:equipment-item:armor:leather, GenericItemDefinitionSO:equipment-item:armor:mail-coif, GenericItemDefinitionSO:equipment-item:armor:mail-shirt 외 42개","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"equipment-item:armor:cloth-hood","천 후드","Weapon (무기)","[{""rid"":7737211673752633501},{""rid"":7737211673752633502}]","해당 없음: GenericItemDefinitionSO","0.4","52","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:leather-cap, GenericItemDefinitionSO:equipment-item:shield:wood, GenericItemDefinitionSO:equipment-item:weapon:dagger, GenericItemDefinitionSO:equipment-item:weapon:javelin, GenericItemDefinitionSO:equipment-item:weapon:spear","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"equipment-item:armor:gambeson","누비옷","Weapon (무기)","[{""rid"":7737211673752633530},{""rid"":7737211673752633531},{""rid"":7737211673752633532}]","해당 없음: GenericItemDefinitionSO","3.5","553","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력, 연구에 따른 사용 시점 제한에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:articulated-plate, GenericItemDefinitionSO:equipment-item:armor:blacksteel-carapace, GenericItemDefinitionSO:equipment-item:armor:blast-coat, GenericItemDefinitionSO:equipment-item:armor:breastplate, GenericItemDefinitionSO:equipment-item:armor:brigandine, GenericItemDefinitionSO:equipment-item:armor:closed-plate-helm, GenericItemDefinitionSO:equipment-item:armor:hardened-leather-coat, GenericItemDefinitionSO:equipment-item:armor:iron-helmet, GenericItemDefinitionSO:equipment-item:armor:jack-of-plates, GenericItemDefinitionSO:equipment-item:armor:leather, GenericItemDefinitionSO:equipment-item:armor:mail-coif, GenericItemDefinitionSO:equipment-item:armor:mail-shirt 외 42개","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"equipment-item:armor:hardened-leather-coat","경화 가죽 외투","Weapon (무기)","[{""rid"":7737211866096074856},{""rid"":7737211866096074857},{""rid"":7737211866096074858}]","해당 없음: GenericItemDefinitionSO","4.8","238","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력, 연구에 따른 사용 시점 제한에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:articulated-plate, GenericItemDefinitionSO:equipment-item:armor:blacksteel-carapace, GenericItemDefinitionSO:equipment-item:armor:blast-coat, GenericItemDefinitionSO:equipment-item:armor:breastplate, GenericItemDefinitionSO:equipment-item:armor:brigandine, GenericItemDefinitionSO:equipment-item:armor:closed-plate-helm, GenericItemDefinitionSO:equipment-item:armor:gambeson, GenericItemDefinitionSO:equipment-item:armor:iron-helmet, GenericItemDefinitionSO:equipment-item:armor:jack-of-plates, GenericItemDefinitionSO:equipment-item:armor:leather, GenericItemDefinitionSO:equipment-item:armor:mail-coif, GenericItemDefinitionSO:equipment-item:armor:mail-shirt 외 42개","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"equipment-item:armor:iron-helmet","철 투구","Weapon (무기)","[{""rid"":7737211673752633526},{""rid"":7737211673752633527},{""rid"":7737211673752633528}]","해당 없음: GenericItemDefinitionSO","2.8","136","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력, 연구에 따른 사용 시점 제한에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:articulated-plate, GenericItemDefinitionSO:equipment-item:armor:blacksteel-carapace, GenericItemDefinitionSO:equipment-item:armor:blast-coat, GenericItemDefinitionSO:equipment-item:armor:breastplate, GenericItemDefinitionSO:equipment-item:armor:brigandine, GenericItemDefinitionSO:equipment-item:armor:closed-plate-helm, GenericItemDefinitionSO:equipment-item:armor:gambeson, GenericItemDefinitionSO:equipment-item:armor:hardened-leather-coat, GenericItemDefinitionSO:equipment-item:armor:jack-of-plates, GenericItemDefinitionSO:equipment-item:armor:leather, GenericItemDefinitionSO:equipment-item:armor:mail-coif, GenericItemDefinitionSO:equipment-item:armor:mail-shirt 외 42개","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"equipment-item:armor:jack-of-plates","잭 오브 플레이트","Weapon (무기)","[{""rid"":7737211866096074826},{""rid"":7737211866096074827},{""rid"":7737211866096074828}]","해당 없음: GenericItemDefinitionSO","5.4","365","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력, 연구에 따른 사용 시점 제한에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:articulated-plate, GenericItemDefinitionSO:equipment-item:armor:blacksteel-carapace, GenericItemDefinitionSO:equipment-item:armor:blast-coat, GenericItemDefinitionSO:equipment-item:armor:breastplate, GenericItemDefinitionSO:equipment-item:armor:brigandine, GenericItemDefinitionSO:equipment-item:armor:closed-plate-helm, GenericItemDefinitionSO:equipment-item:armor:gambeson, GenericItemDefinitionSO:equipment-item:armor:hardened-leather-coat, GenericItemDefinitionSO:equipment-item:armor:iron-helmet, GenericItemDefinitionSO:equipment-item:armor:leather, GenericItemDefinitionSO:equipment-item:armor:mail-coif, GenericItemDefinitionSO:equipment-item:armor:mail-shirt 외 42개","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"equipment-item:armor:leather","가죽 갑옷","Weapon (무기)","[{""rid"":7737211673752633475},{""rid"":7737211673752633476},{""rid"":7737211673752633477}]","해당 없음: GenericItemDefinitionSO","4.2","140","게임 내 역할은 장비 제작과 장착, 생산망의 입력·출력, 연구에 따른 사용 시점 제한에 연결된다.","지정 전투·노동 역할에 장비를 배정하고 수리·보관을 감당해 다른 장비 계통을 늦춘다","비교 후보(대체 가능성 미검증): GenericItemDefinitionSO:equipment-item:armor:articulated-plate, GenericItemDefinitionSO:equipment-item:armor:blacksteel-carapace, GenericItemDefinitionSO:equipment-item:armor:blast-coat, GenericItemDefinitionSO:equipment-item:armor:breastplate, GenericItemDefinitionSO:equipment-item:armor:brigandine, GenericItemDefinitionSO:equipment-item:armor:closed-plate-helm, GenericItemDefinitionSO:equipment-item:armor:gambeson, GenericItemDefinitionSO:equipment-item:armor:hardened-leather-coat, GenericItemDefinitionSO:equipment-item:armor:iron-helmet, GenericItemDefinitionSO:equipment-item:armor:jack-of-plates, GenericItemDefinitionSO:equipment-item:armor:mail-coif, GenericItemDefinitionSO:equipment-item:armor:mail-shirt 외 42개","생성 또는 거래·재고 입고·운반·보관·장착 또는 소비와 하류 주문 기록","과잉 재고·운반·보관·수리 또는 사용 시점 지연이 압력이 된다","실제 비교 후보·교역·재활용·수리·배급 조정 중 원본 기능에 맞는 경로로 재고 압력을 줄인다","설계 확정; 질량·가격·스택·부패·효과 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
