culture_id,culture_name,climate_id,primary_portfolio,secondary_portfolio,first_commitment,pressure_that_changes_the_pick,recovery_or_switch,activation_receipt,status
culture:demon-contract,재의 계약 문화,climate:temperate-cave,`arcane`,`hospitality`,마나·계약 화물·개인 공간과 룬 정비를 함께 확보한다,촉매·사치품 계약은 저비용 생산과 공간을 경쟁시킨다,증기 보조·촉매 비축으로 핵심 룬망만 유지하고 계약을 축소한다,계약 화물·룬 공정·개인 공간·장비 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:demon-contract,재의 계약 문화,climate:frost-rift,`industrial`,`arcane`,난방·정비·연료를 확보한 뒤 룬 구역을 제한적으로 가동한다,추위는 화염·마나 선호와 별개로 냉각·보온·운반 비용을 만든다,수동 난방·증기 보조와 촉매 비축으로 룬 부하를 낮춘다,난방·정비·룬·계약 결과가 함께 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:demon-contract,재의 계약 문화,climate:ember-wastes,`arcane`,`industrial`,화염·마나 계약과 냉각·정화·개인 공간을 묶는다,고온은 화염 계통의 강점과 생활·장비·보관의 냉각 부담을 동시에 만든다,증기 보조·구역 분리·물 비축으로 룬망을 축소 운전한다,촉매·냉각·정화·계약·장비 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:demon-contract,재의 계약 문화,climate:mycelial-depths,`arcane`,`hospitality`,건조한 룬·개인 구역과 습윤 생태 구역을 분리한다,공명·건조 요구와 균사·환기 요구가 동일 공간을 경쟁시킨다,구역 격리·계약 조달·증기 보조로 한쪽 공정을 축소한다,분리된 방·룬·계약·생태 생산 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:demon-contract,재의 계약 문화,climate:mana-stormlands,`industrial`,`arcane`,수동·증기 기반 생존망과 제한된 룬 공정을 먼저 구축한다,마나 폭풍은 촉매 계약의 가치를 높이는 동시에 룬 단일망의 고장 범위를 키운다,물리 보급·수동 치료·분리 회로로 복구하고 비전 계약을 축소한다,보조망·룬 격리·계약 결과가 사건 기록에 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:golem-core,핵 공명 문화,climate:temperate-cave,`industrial`,`arcane`,정비 부품·전력·건조한 개인 구역과 중앙 제조를 묶는다,정비·충전 의존은 서비스·농업 인력과 지속적으로 경쟁한다,수동 공구·부품 회수·구역 차단으로 산업 구역을 축소 운전한다,정비·전력·제조·생활 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:golem-core,핵 공명 문화,climate:frost-rift,`industrial`,`arcane`,보온·전력·정비·중앙 저장을 우선 배치한다,저온은 충전·정비·운반의 공통 병목을 만든다,부품·연료 비축과 수동 정비로 핵심 인구를 유지한다,보온·부품·전력·정비 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:golem-core,핵 공명 문화,climate:ember-wastes,`industrial`,`hospitality`,전력·정비와 냉각·건조 보관을 먼저 확보한다,고온은 중앙 산업의 열·정비·저장 압력을 함께 키운다,구역 부하를 낮추고 계약·분산 작업대를 보조로 전환한다,냉각·전력·정비·보관 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:golem-core,핵 공명 문화,climate:mycelial-depths,`industrial`,`arcane`,건조 정비 구역을 습윤 재배·환기 구역과 분리한다,습윤·오염은 부품·룬·정비 수명을 동시에 압박한다,격리·회수 부품·수동 작업대로 산업 비중을 낮춘다,구역 분리·정비·생산·오염 복구 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:golem-core,핵 공명 문화,climate:mana-stormlands,`industrial`,`arcane`,증기·수동 보조와 분리된 마나 정비를 먼저 마련한다,룬 교란은 핵 공명·자동화·방어의 공통 고장을 만들 수 있다,물리 방어·수동 정비·부품 비축으로 마나 부하를 격리한다,보조망·정비·방어·복구 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:harpy-aerie,높은 둥지 문화,climate:temperate-cave,`expeditionary`,`hospitality`,고지 정찰·원거리 보급·밝고 환기된 공동 공간을 확보한다,기동·원거리 장점은 탄약·귀환·내부 경비 공백을 만든다,내부 보급선과 보존식·호위 계약을 남기고 원정 범위를 조정한다,고지 관측·탄약·원정·공동 방 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:harpy-aerie,높은 둥지 문화,climate:frost-rift,`industrial`,`expeditionary`,보온·보존·수직 보급을 우선 확보한 뒤 정찰을 확장한다,저온·긴 운반은 고지 정찰과 탄약 재보급의 귀환 비용을 키운다,실내 보급·요새 발사선으로 전환하고 원정 거리를 줄인다,보온·수직 보급·정찰·전투 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:harpy-aerie,높은 둥지 문화,climate:ember-wastes,`hospitality`,`expeditionary`,물·냉장·고지 하역과 호위 계약을 묶는다,고온은 비행·원정 인력의 물·탄약·보존 부담을 동시에 높인다,내부 보관·단거리 정찰·계약 축소로 회복한다,물·하역·탄약·정찰·계약 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:harpy-aerie,높은 둥지 문화,climate:mycelial-depths,`expeditionary`,`underground`,수직 정찰·환기·원거리 보급과 내부 구역 지도를 확보한다,저조도·습윤은 고지 생활·탄약 저장과 균사 위생을 경쟁시킨다,건조 보관·분리 환기·내부 요새 보조로 전환한다,정찰·환기·보관·원거리 전투 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:harpy-aerie,높은 둥지 문화,climate:mana-stormlands,`expeditionary`,`industrial`,물리 정찰·원거리 장비·수동 신호망을 먼저 갖춘다,교란 환경은 장거리 관측·기동·마나 장비를 동시에 불안정하게 만든다,요새 보급과 분리된 관측 경로로 전환한다,정찰·신호·탄약·귀환 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:kobold-toolclan,도구씨족 문화,climate:temperate-cave,`industrial`,`expeditionary`,굴착·제조·수리·밀집 작업장과 금속·목재 비축을 묶는다,제조 집중은 환대·의료·환경 적응 공간을 늦춘다,분산 작업대·회수 재료·현장 수리로 대형 공정을 축소한다,광석·부품·수리·제조·방어 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:kobold-toolclan,도구씨족 문화,climate:frost-rift,`industrial`,`sanctuary`,보온 공장·연료·정비·식량 비축을 함께 확보한다,추위는 굴착·운반·연료·부품 수리를 같은 병목으로 만든다,수동 제작·비축·내부 식량으로 생산 라인을 축소 운전한다,연료·부품·보온·생산·비축 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:kobold-toolclan,도구씨족 문화,climate:ember-wastes,`industrial`,`hospitality`,냉각·환기 공장과 금속·목재·물 보관을 먼저 구축한다,고온은 공장 열·정비·운반·작업장 과밀을 함께 악화한다,구역 차단·분산 작업대·제한 교역으로 회복한다,냉각·환기·제조·보관 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:kobold-toolclan,도구씨족 문화,climate:mycelial-depths,`underground`,`industrial`,굴착·내부 물류와 건조한 공구·부품 구역을 분리한다,습윤·포자는 공구·재료·환기와 공간을 경쟁시킨다,격리·수동 공구·분산 저장으로 산업 구역을 복구한다,굴착·환기·수리·재배·보관 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:kobold-toolclan,도구씨족 문화,climate:mana-stormlands,`industrial`,`expeditionary`,물리 함정·수리·보급과 제한된 자동화를 우선한다,교란은 자동화·정밀 장비의 정비와 방어 준비를 동시에 흔든다,수동 재장전·분산 보급·현장 수리로 전환한다,함정·수리·보급·방어 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:myconid-grove,포자정원 문화,climate:temperate-cave,`underground`,`sanctuary`,균사 식량·퇴비·치료·습윤 공동 정원과 정화를 묶는다,생태·의료 집중은 건조 군수·대형 서비스 공간을 늦춘다,분산 재배·해독 재고·제한 교역으로 회복한다,균사 식량·퇴비·의료·정화 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:myconid-grove,포자정원 문화,climate:frost-rift,`underground`,`industrial`,실내 재배·보온·환기·보존과 치료 구역을 먼저 확보한다,저온은 배양·환기·운반과 의료 회복 시간을 늘린다,난방·분산 재배·수동 위생으로 핵심 생태를 유지한다,보온·재배·정화·치료 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:myconid-grove,포자정원 문화,climate:ember-wastes,`hospitality`,`underground`,물·습윤·정화 재고와 내부 배양 구역을 우선 확보한다,고온·건조는 균사·의료·수질을 동시에 압박한다,재이용·격리·약품 비축을 늘리고 고위험 계약을 줄인다,물·배양·정화·의료·보관 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:myconid-grove,포자정원 문화,climate:mycelial-depths,`underground`,`arcane`,균사 정원·환기·격리·해독과 내부 물류를 주력으로 묶는다,과도한 습윤·포자 밀도는 생산 강점과 오염 위험을 동시에 키운다,구역 차단·분산 배양·정화·수동 운반으로 회복한다,배양·격리·정화·치료·생산 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:myconid-grove,포자정원 문화,climate:mana-stormlands,`underground`,`industrial`,정화·배양·수동 위생과 제한된 물리 보급을 먼저 확보한다,교란은 룬 정화 의존과 배양·의료 구역의 공통 고장을 만든다,수동 정화·해독 재고·분리 보관으로 생태망을 축소한다,정화·배양·보관·치료 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:orc-vigil,무기 철야 문화,climate:temperate-cave,`expeditionary`,`industrial`,훈련·무기·공동 경계·보급과 전투 인력을 먼저 배정한다,전투·경계 집중은 식량·의료·생활 인력의 공백을 만든다,요새 보급·부상 회복·비축을 늘리고 원정 빈도를 낮춘다,훈련·장비·보급·전투·회복 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:orc-vigil,무기 철야 문화,climate:frost-rift,`industrial`,`expeditionary`,보온 요새·탄약·보존식·치료를 먼저 세운다,저온은 경계·원정·부상 회복·운반을 동시에 압박한다,내부 방어·배급·수동 보급으로 전환한다,보온·보급·전투·치료 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:orc-vigil,무기 철야 문화,climate:ember-wastes,`expeditionary`,`hospitality`,물·의약·기동 보급·짧은 원정을 우선한다,고온은 전투·수분·장비·부상 회복을 한꺼번에 악화한다,요새 보급·물 비축·원정 축소로 회복한다,물·장비·치료·전투·귀환 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:orc-vigil,무기 철야 문화,climate:mycelial-depths,`industrial`,`expeditionary`,방어 통로·환기·탄약·치료를 습윤 구역과 분리한다,포자·저조도는 무기 보관·경계·부상 회복을 동시에 시험한다,격리·건조 보관·내부 요새로 전환한다,방어·환기·보관·전투·치료 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:orc-vigil,무기 철야 문화,climate:mana-stormlands,`industrial`,`expeditionary`,물리 요새·수동 신호·탄약·의약을 먼저 확보한다,교란은 마나 의존 방어보다 물리 보급과 인력 회복의 가치를 높인다,분산 방어·수동 보급·원정 철수로 회복한다,방어·신호·탄약·치료 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:slime-confluence,합류수 문화,climate:temperate-cave,`sanctuary`,`underground`,깨끗한 물·세정·습윤 공동 공간과 청소·채집 인력을 묶는다,수질·청결 투자 부족은 생활·오염·식량 처리에 동시 압력을 만든다,분산 급수·격리·수동 청소·보존식으로 회복한다,물·청결·공동 방·청소·생산 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:slime-confluence,합류수 문화,climate:frost-rift,`underground`,`industrial`,동결을 피한 물·습윤 생활 구역·보온·정화를 먼저 확보한다,저온은 물·위생·수동 운반과 공동 생활을 같은 고장 범위로 묶는다,저수·보온·분산 청소·내부 재배로 전환한다,물·보온·청결·재배·생활 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:slime-confluence,합류수 문화,climate:ember-wastes,`sanctuary`,`hospitality`,물 비축·재이용·세정·냉각과 내부 식량을 우선한다,건조·고온은 수분·청결·생활·보관을 동시에 압박한다,재이용·격리·비축·제한 조달로 회복한다,물·재이용·세정·냉각·생활 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:slime-confluence,합류수 문화,climate:mycelial-depths,`underground`,`sanctuary`,습윤 공동 공간과 균사 재배를 청결·환기 구역과 분리한다,습윤 선호는 포자·오염과 만나면 정화·생활·생산의 공통 위험이 된다,구역 차단·분산 급수·수동 청소·해독으로 회복한다,습윤 방·재배·정화·청소 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:slime-confluence,합류수 문화,climate:mana-stormlands,`sanctuary`,`industrial`,수동 급수·정화·청소와 물리 보관을 먼저 확보한다,룬 정화 단일망은 교란 때 수질·위생·생활을 동시에 멈출 수 있다,수동 세정·저수·분산 저장·격리로 회복한다,급수·정화·청소·보관 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:vampire-nightcourt,밤궁정 문화,climate:temperate-cave,`arcane`,`hospitality`,어두운 개인 공간·혈액 식단·고급 의료·계약 보관을 함께 확보한다,개인 공간·혈액 공급·밝은 공용 서비스가 경쟁한다,분리된 생활 구역·보존 공급·제한 계약으로 회복한다,개인 방·혈액 물품·의료·계약·관계 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:vampire-nightcourt,밤궁정 문화,climate:frost-rift,`arcane`,`industrial`,어두운 보온 구역·보존 공급·의료와 정비 보조를 먼저 구축한다,추위는 개인 공간·혈액 보관·의료 회복과 운반을 함께 압박한다,분리 난방·보존·수동 치료로 핵심 생활망을 유지한다,보온·보관·의료·생활 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:vampire-nightcourt,밤궁정 문화,climate:ember-wastes,`hospitality`,`arcane`,냉각된 개인 생활·혈액 보관·계약 조달과 의학을 우선한다,고온은 혈액 보존·의료·개인 공간 냉각 비용을 크게 만든다,냉장·분산 보관·계약 축소·수동 치료로 회복한다,냉각·보관·의료·계약·생활 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:vampire-nightcourt,밤궁정 문화,climate:mycelial-depths,`underground`,`arcane`,어두운 개인 구역·격리 의료·내부 보관과 환기를 분리한다,습윤·포자·개인 공간 요구가 혈액 보관·의료·생활 동선을 경쟁시킨다,구역 격리·정화·보존·제한 룬망으로 회복한다,개인 방·격리·보관·의료·정화 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
culture:vampire-nightcourt,밤궁정 문화,climate:mana-stormlands,`industrial`,`arcane`,수동 보존·의료·개인 공간과 제한된 비전 장비를 먼저 확보한다,룬 교란은 고급 의료·계보 장비·생활 정화를 동시에 흔든다,증기 보조·수동 치료·분리 보관으로 비전 부하를 낮춘다,보조망·의료·보관·개인 생활 결과가 남는다,설계 확정; 기후 적합성·runtime·저장·수치 검증 OPEN
