domain_group,domain_group_name,type,kind,definition_path,definition_line,coverage_reason,integration_status,integration_reason,producer_count,producer_sites,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,participant_member_candidates,metric_member_candidates,ui_paths,query_paths,narrative_paths,subscriber_count
4,관계·욕구·기분·생애·가족,CharacterProficiencyAwardCommitReceipt,struct,Assets/Scripts/Services/Run/ObservedCareerLifeEventReceipts.cs,249,"Authoritative rank-crossing proficiency award with stable before/after experience, rank, hour and operation identity.",connected,"The owner-specific migrated-producer path now routes this terminal result through the catalogued MigratedProducerOutcomeReceipt. MigratedProducerOutcomeRuntime reserves and writes that payload, commits the persisted migrated-producer owner revision with the GameplayOutcomeLedger through the owner transaction, restores the prior revision on a non-durable commit, and retains the durable stream for replay. The retained production source evidence identifies the owner path; r80 passed all 57 catalogued producers, r161 compiled the final source, and r37 restored the canonical full-world baseline.",3,Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs:435:CharacterNarrativeRuntime.CharacterNarrativeRuntime | Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs:454:CharacterNarrativeRuntime.CharacterNarrativeRuntime | Assets/Scripts/Services/Run/ObservedCareerLifeEventReceipts.cs:444:ObservedQuietPromotionLifeEventReceipt.ObservedQuietPromotionLifeEventReceipt,"The production owner supplies the terminal result to the catalogued MigratedProducerOutcomeReceipt path; MigratedProducerOutcomeRuntime writes the reserved outcome before advancing its persisted owner revision, then commits the prepared owner token through IGameplayOutcomeTransaction and restores the prior revision if durable commit fails.","implemented: prepared receipt and monotonic migrated-producer owner revision are validated before IGameplayOutcomeTransaction.Commit or CommitBatch; durable failure restores the prior revision, while durable success returns the canonical outcome identity.","MigratedProducerOutcomeSaveSection (narrative.migrated-producer-outcomes), dependent on GameplayOutcomeLedgerSaveSection, persists migrated-producer owner revisions; GameplayOutcomeLedgerSaveSection persists the canonical outcome.",CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,characterId,,,Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs | Assets/Scripts/Services/Run/V20ContentResolutionService.cs,Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeContracts.cs,1
4,관계·욕구·기분·생애·가족,CharacterTabooIncidentEvent,struct,Assets/Scripts/Models/Survival/Core/CharacterTabooIncidentEvent.cs,2,Meaningful taboo incident with direct actor consequences and witness effects caused by a committed humanoid-carcass transform.,connected,"The owner-specific migrated-producer path now routes this terminal result through the catalogued MigratedProducerOutcomeReceipt. MigratedProducerOutcomeRuntime reserves and writes that payload, commits the persisted migrated-producer owner revision with the GameplayOutcomeLedger through the owner transaction, restores the prior revision on a non-durable commit, and retains the durable stream for replay. The retained production source evidence identifies the owner path; r80 passed all 57 catalogued producers, r161 compiled the final source, and r37 restored the canonical full-world baseline.",1,Assets/Scripts/Services/Wildlife/WildlifeCarcassService.cs:642:WildlifeCarcassService.MigratedProducerOutcomeSubject,"The production owner supplies the terminal result to the catalogued MigratedProducerOutcomeReceipt path; MigratedProducerOutcomeRuntime writes the reserved outcome before advancing its persisted owner revision, then commits the prepared owner token through IGameplayOutcomeTransaction and restores the prior revision if durable commit fails.","implemented: prepared receipt and monotonic migrated-producer owner revision are validated before IGameplayOutcomeTransaction.Commit or CommitBatch; durable failure restores the prior revision, while durable success returns the canonical outcome identity.","MigratedProducerOutcomeSaveSection (narrative.migrated-producer-outcomes), dependent on GameplayOutcomeLedgerSaveSection, persists migrated-producer owner revisions; GameplayOutcomeLedgerSaveSection persists the canonical outcome.",CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,source | witnessLabel | witnessMood,,,Assets/Scripts/Services/Survival/CharacterDeprivationRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeContracts.cs,1
4,관계·욕구·기분·생애·가족,CharacterWaterConsumedEvent,struct,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs,709,"Meaningful physical water-consumption result with character, source, quality, quantity and pathogen identity.",connected,"The owner-specific migrated-producer path now routes this terminal result through the catalogued MigratedProducerOutcomeReceipt. MigratedProducerOutcomeRuntime reserves and writes that payload, commits the persisted migrated-producer owner revision with the GameplayOutcomeLedger through the owner transaction, restores the prior revision on a non-durable commit, and retains the durable stream for replay. The retained production source evidence identifies the owner path; r80 passed all 57 catalogued producers, r161 compiled the final source, and r37 restored the canonical full-world baseline.",2,Assets/Scripts/Services/Survival/CharacterBreakdownActionRunner.cs:556:CharacterBreakdownActionRunner.MigratedProducerOutcomeSubject | Assets/Scripts/Services/Survival/CharacterSafeReliefRunner.cs:930:CharacterWaterConsumptionCoordinator.MigratedProducerOutcomeSubject,"The production owner supplies the terminal result to the catalogued MigratedProducerOutcomeReceipt path; MigratedProducerOutcomeRuntime writes the reserved outcome before advancing its persisted owner revision, then commits the prepared owner token through IGameplayOutcomeTransaction and restores the prior revision if durable commit fails.","implemented: prepared receipt and monotonic migrated-producer owner revision are validated before IGameplayOutcomeTransaction.Commit or CommitBatch; durable failure restores the prior revision, while durable success returns the canonical outcome identity.","MigratedProducerOutcomeSaveSection (narrative.migrated-producer-outcomes), dependent on GameplayOutcomeLedgerSaveSection, persists migrated-producer owner revisions; GameplayOutcomeLedgerSaveSection persists the canonical outcome.",CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,characterId | sourceId,amount | quality,,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs | Assets/Scripts/Services/Character/PopulationHealthRuntime.cs | Assets/Scripts/Services/Survival/CharacterBreakdownActionRunner.cs | Assets/Scripts/Services/Survival/CharacterSafeReliefRunner.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeContracts.cs,1
2,전투·침입·의료·생포·사망,CombatAttackResult,struct,Assets/Scripts/Models/Combat/Core/CombatModels.cs,815,"Authoritative resolved attack result covering execution, hit/block/evasion, damage, bleeding, suppression, equipment, ammunition and status effects.",connected,"The owner-specific migrated-producer path now routes this terminal result through the catalogued MigratedProducerOutcomeReceipt. MigratedProducerOutcomeRuntime reserves and writes that payload, commits the persisted migrated-producer owner revision with the GameplayOutcomeLedger through the owner transaction, restores the prior revision on a non-durable commit, and retains the durable stream for replay. The retained production source evidence identifies the owner path; r80 passed all 57 catalogued producers, r161 compiled the final source, and r37 restored the canonical full-world baseline.",21,Assets/Scripts/Models/Combat/Core/CombatModels.cs:900:CombatAttackResult.WithAppliedDamageMultiplier | Assets/Scripts/Models/Combat/Core/CombatModels.cs:904:CombatAttackResult.CombatAttackResult | Assets/Scripts/Models/Combat/Core/CombatModels.cs:932:CombatAttackResult.WithSmokeExposure | Assets/Scripts/Models/Combat/Core/CombatModels.cs:937:CombatAttackResult.CombatAttackResult | Assets/Scripts/Services/Combat/CombatResolutionService.cs:106:CombatResolutionService.Resolve | Assets/Scripts/Services/Combat/CombatResolutionService.cs:113:CombatResolutionService.ResolveDetached | Assets/Scripts/Services/Combat/CombatResolutionService.cs:432:PendingDetachedResolution.ResolveCore | Assets/Scripts/Services/Combat/CombatResolutionService.cs:479:PendingDetachedResolution.CombatResolutionService | Assets/Scripts/Services/Combat/CombatResolutionService.cs:510:PendingDetachedResolution.CombatResolutionService | Assets/Scripts/Services/Combat/CombatResolutionService.cs:526:PendingDetachedResolution.CombatResolutionService | Assets/Scripts/Services/Combat/CombatResolutionService.cs:546:PendingDetachedResolution.CombatResolutionService | Assets/Scripts/Services/Combat/CombatResolutionService.cs:565:PendingDetachedResolution.CombatResolutionService | Assets/Scripts/Services/Combat/CombatResolutionService.cs:617:PendingDetachedResolution.<unknown> | Assets/Scripts/Services/Combat/CombatResolutionService.cs:632:PendingDetachedResolution.Record | Assets/Scripts/Services/Combat/CombatResolutionService.cs:806:PendingDetachedResolution.WithAmmunition | Assets/Scripts/Services/Combat/CombatResolutionService.cs:815:PendingDetachedResolution.CharacterId | Assets/Scripts/Services/Combat/CombatResolutionService.cs:843:PendingDetachedResolution.WithEquipmentRoleEffects | Assets/Scripts/Services/Combat/CombatResolutionService.cs:880:PendingDetachedResolution.CharacterId | Assets/Scripts/Services/Combat/CombatResolutionService.cs:1421:PendingDetachedResolution.Failure | Assets/Scripts/Services/Combat/CombatResolutionService.cs:1424:PendingDetachedResolution.CharacterId | Assets/Scripts/Services/Offense/OffenseBattleModel.cs:1747:OffenseBattleSession.<unknown>,"The production owner supplies the terminal result to the catalogued MigratedProducerOutcomeReceipt path; MigratedProducerOutcomeRuntime writes the reserved outcome before advancing its persisted owner revision, then commits the prepared owner token through IGameplayOutcomeTransaction and restores the prior revision if durable commit fails.","implemented: prepared receipt and monotonic migrated-producer owner revision are validated before IGameplayOutcomeTransaction.Commit or CommitBatch; durable failure restores the prior revision, while durable success returns the canonical outcome identity.","MigratedProducerOutcomeSaveSection (narrative.migrated-producer-outcomes), dependent on GameplayOutcomeLedgerSaveSection, persists migrated-producer owner revisions; GameplayOutcomeLedgerSaveSection persists the canonical outcome.",CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,ammunitionItemId | AmmunitionItemId | coverSourceId | CoverSourceId | TargetAirborneExposure | targetAirborneExposure,appliedDamage | armorDurabilityDamage | ArmorDurabilityDamage | CoverDamage | coverDamage | rawDamage | RawDamage | StatusPotency | statusPotency,,Assets/Scripts/Services/Captivity/CircusRuntime.cs | Assets/Scripts/Services/Captivity/MinionSettlementSocialRuntime.cs | Assets/Scripts/Services/Combat/CharacterBodyHealthContracts.cs | Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs | Assets/Scripts/Services/Combat/CharacterCombatCommandRuntime.cs | Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs | Assets/Scripts/Services/Combat/CombatResolutionService.cs | Assets/Scripts/Services/Invasion/DefenseCombatExecutor.cs | Assets/Scripts/Services/Wildlife/WildlifeActor.cs | Assets/Scripts/Services/Wildlife/WildlifeCompanionRoleRuntime.cs | Assets/Scripts/Services/Wildlife/WildlifeHuntRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeContracts.cs,0
7,환경·농업·야생동물·질병·재난,CropIrrigationSupplyResult,struct,Assets/Scripts/Services/Infrastructure/Industrial/CropIrrigationRuntime.cs,71,Authoritative successful clean-water consumption and plot irrigation result.,connected,"The plot owner reserves the typed outcome before staging the exact fluid mutation, credits plot water, commits/reconciles the same result key, and either commits the supply cooldown stamps or restores plot and fluid state.",7,Assets/Scripts/Services/Economy/CropPlotRuntime.cs:2277:CropPlotRuntime.CropCycleExecutionReceiptSaveData | Assets/Scripts/Services/Economy/CropPlotRuntime.cs:2614:CropPlotRuntime.TryCommitAutomaticIrrigation | Assets/Scripts/Services/Economy/CropPlotRuntime.cs:2622:CropPlotRuntime.CropCycleExecutionReceiptSaveData | Assets/Scripts/Services/Economy/CropPlotRuntime.cs:2671:CropPlotRuntime.GameplayOperationId | Assets/Scripts/Services/Infrastructure/Industrial/CropIrrigationRuntime.cs:203:CropIrrigationRuntime.TrySupply | Assets/Scripts/Services/Infrastructure/Industrial/CropIrrigationRuntime.cs:229:CropIrrigationRuntime.CropIrrigationSupplyResult | Assets/Scripts/Services/Infrastructure/Industrial/CropIrrigationRuntime.cs:250:CropIrrigationRuntime.CropIrrigationSupplyResult,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,,consumedQuality,,Assets/Scripts/Services/Economy/CropPlotRuntime.cs | Assets/Scripts/Services/Infrastructure/Industrial/CropIrrigationRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs,0
7,환경·농업·야생동물·질병·재난,CropPlanExecutionReceipt,class,Assets/Scripts/Services/Economy/CropPlanExecutionReceipt.cs,4,"Authoritative terminal crop-cycle result with exact sow, harvest, physical input and output provenance.",connected,"The crop owner projects the terminal receipt only after physical and ecology commits, requires canonical ledger acknowledgement, and retains owner pending state on failure.",2,Assets/Scripts/Services/Economy/CropPlanExecutionReceipt.cs:186:CropPlanExecutionReceiptAuthority.ProjectTerminal | Assets/Scripts/Services/Economy/CropPlotRuntime.cs:513:CropPlotRuntime.CropCycleExecutionReceiptSaveData,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,source,,,Assets/Scripts/Services/Economy/CropPlanExecutionReceipt.cs | Assets/Scripts/Services/Economy/CropPlotRuntime.cs | Assets/Scripts/Services/Economy/ProductionOutputClearanceNaturalMeasurementHandler.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs,0
2,전투·침입·의료·생포·사망,DefenseFacilityStateChangedEvent,struct,Assets/Scripts/Models/Defense/Core/DefenseDomain.cs,395,Persisted defense-facility operational-state transition with facility identity and exact blocked/failure reason.,connected,"The owner-specific migrated-producer path now routes this terminal result through the catalogued MigratedProducerOutcomeReceipt. MigratedProducerOutcomeRuntime reserves and writes that payload, commits the persisted migrated-producer owner revision with the GameplayOutcomeLedger through the owner transaction, restores the prior revision on a non-durable commit, and retains the durable stream for replay. The retained production source evidence identifies the owner path; r80 passed all 57 catalogued producers, r161 compiled the final source, and r37 restored the canonical full-world baseline.",1,Assets/Scripts/Services/Defense/DefenseFacilityRuntime.cs:947:DefenseFacilityRuntime.DomainFailure,"The production owner supplies the terminal result to the catalogued MigratedProducerOutcomeReceipt path; MigratedProducerOutcomeRuntime writes the reserved outcome before advancing its persisted owner revision, then commits the prepared owner token through IGameplayOutcomeTransaction and restores the prior revision if durable commit fails.","implemented: prepared receipt and monotonic migrated-producer owner revision are validated before IGameplayOutcomeTransaction.Commit or CommitBatch; durable failure restores the prior revision, while durable success returns the canonical outcome identity.","MigratedProducerOutcomeSaveSection (narrative.migrated-producer-outcomes), dependent on GameplayOutcomeLedgerSaveSection, persists migrated-producer owner revisions; GameplayOutcomeLedgerSaveSection persists the canonical outcome.",CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,facilityPersistentId,state,,Assets/Scripts/Services/Defense/DefenseFacilityRuntime.cs | Assets/Scripts/Services/Defense/DefenseFacilitySystem.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeContracts.cs,0
2,전투·침입·의료·생포·사망,DefenseFacilityTriggeredEvent,struct,Assets/Scripts/Services/Defense/DefenseFacilitySystem.cs,189,"Frozen defense activation result preserving facility, target, activation count, effects, damage, delay, ignition and summary.",connected,"The owner-specific migrated-producer path now routes this terminal result through the catalogued MigratedProducerOutcomeReceipt. MigratedProducerOutcomeRuntime reserves and writes that payload, commits the persisted migrated-producer owner revision with the GameplayOutcomeLedger through the owner transaction, restores the prior revision on a non-durable commit, and retains the durable stream for replay. The retained production source evidence identifies the owner path; r80 passed all 57 catalogued producers, r161 compiled the final source, and r37 restored the canonical full-world baseline.",1,Assets/Scripts/Services/Defense/DefenseFacilitySystem.cs:459:DefenseFacility.MigratedProducerOutcomeSubject,"The production owner supplies the terminal result to the catalogued MigratedProducerOutcomeReceipt path; MigratedProducerOutcomeRuntime writes the reserved outcome before advancing its persisted owner revision, then commits the prepared owner token through IGameplayOutcomeTransaction and restores the prior revision if durable commit fails.","implemented: prepared receipt and monotonic migrated-producer owner revision are validated before IGameplayOutcomeTransaction.Commit or CommitBatch; durable failure restores the prior revision, while durable success returns the canonical outcome identity.","MigratedProducerOutcomeSaveSection (narrative.migrated-producer-outcomes), dependent on GameplayOutcomeLedgerSaveSection, persists migrated-producer owner revisions; GameplayOutcomeLedgerSaveSection persists the canonical outcome.",CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,,,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs | Assets/Scripts/Services/Defense/DefenseFacilitySystem.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireProducerAdapters.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordRuntime.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeContracts.cs,4
2,전투·침입·의료·생포·사망,DefenseFrontCollapsedEvent,struct,Assets/Scripts/Services/Invasion/InvasionIntruderEvents.cs,55,Meaningful defense-front failure that records the engagement and collapse reason before guards retreat and the front is removed.,connected,"The owner-specific migrated-producer path now routes this terminal result through the catalogued MigratedProducerOutcomeReceipt. MigratedProducerOutcomeRuntime reserves and writes that payload, commits the persisted migrated-producer owner revision with the GameplayOutcomeLedger through the owner transaction, restores the prior revision on a non-durable commit, and retains the durable stream for replay. The retained production source evidence identifies the owner path; r80 passed all 57 catalogued producers, r161 compiled the final source, and r37 restored the canonical full-world baseline.",1,Assets/Scripts/Services/Invasion/DefenseEngagementCombatRuntime.cs:220:DefenseEngagementCombatRuntime.DefenseEngagementCombatRuntime,"The production owner supplies the terminal result to the catalogued MigratedProducerOutcomeReceipt path; MigratedProducerOutcomeRuntime writes the reserved outcome before advancing its persisted owner revision, then commits the prepared owner token through IGameplayOutcomeTransaction and restores the prior revision if durable commit fails.","implemented: prepared receipt and monotonic migrated-producer owner revision are validated before IGameplayOutcomeTransaction.Commit or CommitBatch; durable failure restores the prior revision, while durable success returns the canonical outcome identity.","MigratedProducerOutcomeSaveSection (narrative.migrated-producer-outcomes), dependent on GameplayOutcomeLedgerSaveSection, persists migrated-producer owner revisions; GameplayOutcomeLedgerSaveSection persists the canonical outcome.",CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,,,Assets/Scripts/Services/Invasion/InvasionIntruderSystem.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeContracts.cs,1
1,작업·생산·품질·연구·건설·수리,DungeonSpaceExpansionResult,struct,Assets/Scripts/Services/Infrastructure/DungeonSpaceExpansionRuntime.cs,53,Independent committed dungeon-grid expansion result with previous/current interior columns and grid width.,connected,"The exact expansion receipt is prepared before grid publication. A rejected outcome commit republishes the preserved live grid, while a durable commit retains the domain change and leaves delivery or acknowledgement recovery to the outbox. The interior-column count is the persisted monotonic owner revision. A failed prepare remains observable and retries deterministically from persisted completed-research state; the save-restore completion hook reconciles the highest completed expansion without depending on the one-shot observer event.",2,Assets/Scripts/Services/Infrastructure/DungeonSpaceExpansionRuntime.cs:500:DungeonSpaceExpansionRuntime.DungeonSpaceExpansionRuntime | Assets/Scripts/Services/Infrastructure/DungeonSpaceExpansionRuntime.cs:637:DungeonSpaceExpansionRuntime.DungeonSpaceExpansionOutcomeReceipt,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,outcomeOwnerRevision,outcomeOwnerRevision,,Assets/Scripts/Services/Infrastructure/DungeonSpaceExpansionRuntime.cs,,0
1,작업·생산·품질·연구·건설·수리,EmergencyWorkSuspensionReceipt,struct,Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs,78,"Exact committed safe-checkpoint suspension result preserving work identity, target, alert epoch and resumable progress.",connected,"SettlementAlertRuntime now prepares the exact typed suspension outcome before changing its persisted suspended-work journal, commits journal and outbox against the row's persisted owner revision, rolls the journal back on definite rejection, and keeps delivery faults durable. CharacterAlarmResponseRuntime restores a consumed executor receipt when the joint record is rejected.",1,Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs:3430:WorkTaskExecutor.CharacterId,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,outcomeOwnerRevision | targetBuildingId,inlineCompletedWork | inlineRequiredWork | outcomeOwnerRevision | progressExternallyPersisted | workTypeId,,Assets/Scripts/Services/Character/Ability/AbilityWork.cs | Assets/Scripts/Services/Character/AI/CharacterAlarmResponseRuntime.cs | Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs,,0
7,환경·농업·야생동물·질병·재난,EnvironmentalFireDamageResult,struct,Assets/Scripts/Models/Environment/Core/EnvironmentalFireDomain.cs,560,Authoritative per-step building or character damage result with a stable fire operation ID.,connected,"A save-owned damage authority reserves the typed outcome before mutation, commits nonlethal building and character damage with rollback on failure, and joins lethal building removal through the seven-participant destructive-drain journal before post-removal finalization.",19,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:259:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:269:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:283:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:303:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:320:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:333:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:352:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:364:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:379:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:386:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:414:EnvironmentalFireWorldAdapter.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:803:EnvironmentalFireWorldAdapter.CoreGridCell | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:816:EnvironmentalFireWorldAdapter.CoreGridCell | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:831:EnvironmentalFireWorldAdapter.CoreGridCell | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:847:EnvironmentalFireWorldAdapter.CoreGridCell | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:865:EnvironmentalFireWorldAdapter.CoreGridCell | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:886:EnvironmentalFireWorldAdapter.CoreGridCell | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireDamageOutcomeAuthority.cs:205:EnvironmentalFireDamageOutcomeAuthority.GameplayOperationId | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireDamageOutcomeAuthority.cs:537:EnvironmentalFireDamageOutcomeAuthority.EnvironmentalFireTargetRef,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,targetRemainsCombustible,appliedDamage,,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireDamageOutcomeAuthority.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs,0
7,환경·농업·야생동물·질병·재난,EnvironmentalFireFuelLossReceipt,struct,Assets/Scripts/Models/Environment/Core/EnvironmentalFireDomain.cs,360,Authoritative exact physical fuel-loss receipt used by self-heating ignition.,connected,"The outcome-aware physical sink prepares and commits the typed fuel-loss outcome with the exact quantity, mass and commit ID, then ignition acknowledges it.",3,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:966:EnvironmentalFireWorldAdapter.CreateFuelLossReceipt | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:2329:in.CoreGridCell | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentalFirePhysicalOutcomeParticipants.cs:54:EnvironmentalFireFuelOutcomeParticipant.EnvironmentalFireFuelOutcomeParticipant,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,target,inputMassGrams | quantity,,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentalFirePhysicalOutcomeParticipants.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentalFirePhysicalOutcomeParticipants.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs,0
