domain_group,domain_group_name,type,kind,definition_path,definition_line,coverage_reason,integration_status,integration_reason,producer_count,producer_sites,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,participant_member_candidates,metric_member_candidates,ui_paths,query_paths,narrative_paths,subscriber_count
1,작업·생산·품질·연구·건설·수리,EmergencyWorkSuspensionReceipt,struct,Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs,78,"EmergencyWorkSuspensionReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs:3426:WorkTaskExecutor.CharacterId,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,targetBuildingId,inlineCompletedWork | inlineRequiredWork | progressExternallyPersisted | workTypeId,,Assets/Scripts/Services/Character/Ability/AbilityWork.cs | Assets/Scripts/Services/Character/AI/CharacterAlarmResponseRuntime.cs | Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs,,0
7,환경·농업·야생동물·질병·재난,EnvironmentalFireDamageResult,struct,Assets/Scripts/Models/Environment/Core/EnvironmentalFireDomain.cs,523,"EnvironmentalFireDamageResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",9,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:227:DamageCommit.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:245:DamageCommit.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:266:DamageCommit.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:278:DamageCommit.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:288:DamageCommit.EnvironmentalFireWorldAdapter | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:657:DamageCommit.CharacterId | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:670:DamageCommit.CharacterId | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:685:DamageCommit.CharacterId | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:698:DamageCommit.CharacterId,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,targetRemainsCombustible,appliedDamage,,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs,,0
7,환경·농업·야생동물·질병·재난,EnvironmentalFireFuelLossReceipt,struct,Assets/Scripts/Models/Environment/Core/EnvironmentalFireDomain.cs,340,"EnvironmentalFireFuelLossReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:780:DamageCommit.CreateFuelLossReceipt | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1470:in.IgnitionRecord,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,target,inputMassGrams | quantity,,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs,0
7,환경·농업·야생동물·질병·재난,EnvironmentalFireIgnitionResult,struct,Assets/Scripts/Models/Environment/Core/EnvironmentalFireDomain.cs,369,"EnvironmentalFireIgnitionResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",12,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireProducerAdapters.cs:62:ProcessAccidentEnvironmentalFireProducer.TryPublish | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireProducerAdapters.cs:120:ProcessAccidentEnvironmentalFireProducer.Invalid | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:299:TickCounters.TryIgnite | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:306:TickCounters.EnvironmentalFireRuntime | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:319:TickCounters.EnvironmentalFireRuntime | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:325:TickCounters.EnvironmentalFireRuntime | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:363:TickCounters.EnvironmentalFireRuntime | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:374:TickCounters.EnvironmentalFireRuntime | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:393:TickCounters.EnvironmentalFireRuntime | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:440:TickCounters.IgnitionRecord | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1146:in.RecordIgnitionOutcome | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1158:in.IgnitionRecord,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,,,,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireProducerAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs | Assets/Scripts/Services/Run/SeasonalArcaneEventApplicationAdapters.cs,,0
7,환경·농업·야생동물·질병·재난,EnvironmentalFireSuppressionResult,struct,Assets/Scripts/Models/Environment/Core/EnvironmentalFireDomain.cs,442,"EnvironmentalFireSuppressionResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",11,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireResponseRuntime.cs:498:ResponseState.Complete | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireResponseRuntime.cs:504:ResponseState.ItemStackId | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:448:TickCounters.TryApplySuppression | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:537:TickCounters.TryCancelSuppression | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1083:in.ApplySuppressionContribution | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1115:in.IgnitionRecord | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1128:in.IgnitionRecord | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1176:in.ResultForKnownOperation | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1205:in.IgnitionRecord | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1213:in.ResultAfterCommittedCancellation | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1224:in.SuppressionFailure,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,,,,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireResponseRuntime.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs | Assets/Scripts/Services/Offense/Strategic/OffenseUrgentMitigationRuntime.cs,,0
7,환경·농업·야생동물·질병·재난,EnvironmentalFireWaterReceipt,struct,Assets/Scripts/Models/Environment/Core/EnvironmentalFireDomain.cs,473,"EnvironmentalFireWaterReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",3,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:580:DamageCommit.CharacterId | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:609:DamageCommit.CharacterId | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1608:SuppressionOperation.Vector2Int,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,,quantity,,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs,0
6,장비·특성·기술·시설 진화,EquipmentAttunementAdvanceResult,struct,Assets/Scripts/Services/Combat/EquipmentEvolutionRules.cs,57,"EquipmentAttunementAdvanceResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Combat/EquipmentEvolutionRules.cs:297:SelectedModuleFormulaResolution.AddAttunement | Assets/Scripts/Services/Combat/EquipmentEvolutionRules.cs:370:SelectedModuleFormulaResolution.Dictionary,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,,,,Assets/Scripts/Services/Combat/EquipmentEvolutionRuntime.cs,,0
6,장비·특성·기술·시설 진화,EquipmentExpeditionRewardResult,class,Assets/Scripts/Services/Combat/EquipmentExpeditionRewardService.cs,30,"EquipmentExpeditionRewardResult is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Combat/EquipmentExpeditionRewardService.cs:58:EquipmentExpeditionRewardService.Resolve | Assets/Scripts/Services/Combat/EquipmentExpeditionRewardService.cs:97:EquipmentExpeditionRewardService.EquipmentExpeditionRewardService,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,,,,,,0
6,장비·특성·기술·시설 진화,EquipmentGameplayFormulaReplayResult,class,Assets/Scripts/Services/Character/Core/GameplayNarrativeSourceCatalog.cs,463,"EquipmentGameplayFormulaReplayResult is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Character/Core/GameplayNarrativeSourceCatalog.cs:527:EquipmentGameplayFormulaReplay.Capture | Assets/Scripts/Services/Character/Core/GameplayNarrativeSourceCatalog.cs:635:EquipmentGameplayFormulaReplay.EquipmentGameplayFormulaReplayResult,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,sourceByEvidenceId,state,,,Assets/Scripts/Services/Character/Core/GameplayNarrativeSourceCatalog.cs,0
6,장비·특성·기술·시설 진화,EquipmentStoredEvent,struct,Assets/Scripts/Models/Items/Core/ItemPrimitives.cs,63,"EquipmentStoredEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/ItemTransferService.cs:3389:in.<unknown>,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,equipmentId,quantity,,Assets/Scripts/Services/Items/ItemTransferService.cs,,0
3,원정·외부 활동·세력·사건·축제,ExpeditionFeatureCommandResult,struct,Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs,41,"ExpeditionFeatureCommandResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",15,Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:238:ExpeditionFeatureCommandService.OpenWorldMap | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:242:ExpeditionFeatureCommandService.ExpeditionFeatureCommandService | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:244:ExpeditionFeatureCommandService.OpenExpedition | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:248:ExpeditionFeatureCommandService.ExpeditionFeatureCommandService | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:250:ExpeditionFeatureCommandService.UpgradeRecon | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:254:ExpeditionFeatureCommandService.ExpeditionFeatureCommandService | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:256:ExpeditionFeatureCommandService.QueueSelectedRegionRecon | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:266:ExpeditionFeatureCommandService.ExpeditionFeatureCommandService | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:274:ExpeditionFeatureCommandService.ExpeditionFeatureCommandService | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:276:ExpeditionFeatureCommandService.SelectTarget | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:280:ExpeditionFeatureCommandService.ExpeditionFeatureCommandService | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:282:ExpeditionFeatureCommandService.StartSelectedTarget | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:286:ExpeditionFeatureCommandService.ExpeditionFeatureCommandService | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:288:ExpeditionFeatureCommandService.MissingRuntime | Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs:291:ExpeditionFeatureCommandService.ExpeditionFeatureCommandService,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,ExteriorActivitySaveSection | FactionSaveSection | OffenseAggregateSaveSection | RunFlowSaveSection | RunVariableSaveSection | SeasonalWorldEventsSaveSection,,,Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs,Assets/Scripts/Views/UI/ExpeditionFeatureSurfacePresenter.cs,,0
3,원정·외부 활동·세력·사건·축제,ExpeditionOutcomeEvent,struct,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs,538,"ExpeditionOutcomeEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Offense/OffenseExpeditionResultFinalizer.cs:168:OffenseExpeditionResultFinalizer.OffenseExpeditionResultFinalizer,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,ExteriorActivitySaveSection | FactionSaveSection | OffenseAggregateSaveSection | RunFlowSaveSection | RunVariableSaveSection | SeasonalWorldEventsSaveSection,expeditionId,day | outcomeId,,Assets/Scripts/Services/Character/Core/CharacterAcquiredTraitSpecialReaction.cs | Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs | Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs | Assets/Scripts/Services/Offense/OffenseExpeditionResultFinalizer.cs,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs,2
3,원정·외부 활동·세력·사건·축제,ExteriorVisitorReceptionAppliedEvent,struct,Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs,154,"ExteriorVisitorReceptionAppliedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs:508:ExteriorIncidentHandlerBase.ExteriorIncidentHandlerBase,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,ExteriorActivitySaveSection | FactionSaveSection | OffenseAggregateSaveSection | RunFlowSaveSection | RunVariableSaveSection | SeasonalWorldEventsSaveSection,visitorId,,,Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs,,0
3,원정·외부 활동·세력·사건·축제,ExternalInfluencePressureResult,struct,Assets/Scripts/Models/CoreSession/ExternalInfluenceDomainRuntime.cs,27,"ExternalInfluencePressureResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Models/CoreSession/ExternalInfluenceDomainRuntime.cs:136:ExternalInfluenceDomainRules.BeginOperatingDay | Assets/Scripts/Models/CoreSession/ExternalInfluenceDomainRuntime.cs:145:ExternalInfluenceDomainRules.ExternalInfluencePressureResult,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,ExteriorActivitySaveSection | FactionSaveSection | OffenseAggregateSaveSection | RunFlowSaveSection | RunVariableSaveSection | SeasonalWorldEventsSaveSection,,,,,,0
6,장비·특성·기술·시설 진화,ExtremeRiskResolution,struct,Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs,17,"ExtremeRiskResolution is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",13,Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:239:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:243:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:246:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:278:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:280:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:281:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:339:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:346:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:352:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:411:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:418:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:424:ExtremeTraitRuntime.ExtremeTraitRuntime | Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs:956:ExtremeTraitRuntime.PreparedResolution,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,,outcome | progressDelta,Assets/Scripts/Views/UI/ResearchTreeWindow.cs,Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs | Assets/Scripts/Services/Medical/SurgeryRuntime.cs | Assets/Scripts/Views/UI/ResearchTreeWindow.cs,,0
1,작업·생산·품질·연구·건설·수리,FacilityBufferDestinationCustodyDrainResult,struct,Assets/Scripts/Models/Items/Core/FacilityBufferDestinationCustodyDrainContracts.cs,141,"FacilityBufferDestinationCustodyDrainResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",11,Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:540:RecordingCustodyDrainService.TryPrepare | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:575:RecordingCustodyDrainService.TryAdvance | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:585:RecordingCustodyDrainService.RecordingDestinationRuntime | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:616:RecordingCustodyDrainService.TryAcknowledge | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:655:RecordingCustodyDrainService.Applied | Assets/Scripts/Services/Items/FacilityBufferDestinationCustodyDrainService.cs:56:FacilityBufferDestinationCustodyDrainService.TryPrepare | Assets/Scripts/Services/Items/FacilityBufferDestinationCustodyDrainService.cs:86:FacilityBufferDestinationCustodyDrainService.TryAdvance | Assets/Scripts/Services/Items/FacilityBufferDestinationCustodyDrainService.cs:95:FacilityBufferDestinationCustodyDrainService.TryAcknowledge | Assets/Scripts/Services/Items/FacilityBufferDestinationCustodyDrainService.cs:288:CheckpointGcCandidate.Project | Assets/Scripts/Services/Items/FacilityBufferDestinationCustodyDrainService.cs:295:CheckpointGcCandidate.CheckpointGcCandidate | Assets/Scripts/Services/Items/FacilityBufferDestinationCustodyDrainService.cs:309:CheckpointGcCandidate.Conflict,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,,,Assets/Scripts/Models/Items/Core/FacilityBufferDestinationCustodyDrainContracts.cs | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs | Assets/Scripts/Services/Items/DurableFacilityEquipmentSlotRuntime.cs | Assets/Scripts/Services/Items/FacilityBufferDestinationCustodyDrainService.cs | Assets/Scripts/Services/Medical/SurgeryMaterialTerminalRuntime.cs,,0
1,작업·생산·품질·연구·건설·수리,FacilityBufferMassAdmissionReceipt,struct,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs,251,"FacilityBufferMassAdmissionReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs:1822:PlannedOutputTokenState.<unknown>,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,,,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs | Assets/Scripts/Services/Items/ItemTransferService.cs | Assets/Scripts/Services/Items/WorldItemWarehouseService.cs,,0
